,Unnamed: 0,Tweet text,time,impressions,engagements,engagement rate,retweets,replies,likes,user profile clicks,url clicks,tweet words,links,replies_sentance,Negative words,Positive words,Sentiment Score
1564,30,"In addition to comments by @seamusmurphy, Ian, and Adina, transit champions @jwalshie and @npilch also stopped by! 👑

We were also happy to see friends from @TransitRidersEB, @SFyimby @transpoakland &amp; many more 👏👏 ",2021-12-12 01:52:00,599.0,39.0,0.0651085141903172,3.0,"[['@seamusmurphy,'], ['@jwalshie'], ['@npilch'], ['@TransitRidersEB,'], ['@SFyimby'], ['@transpoakland']]",7.0,8.0,0.0,"['a', 'ad', 'al', 'also', 'am', 'an', 'and', 'any', 'ap', 'b', 'by', 'c', 'ch', 'co', 'com', 'd', 'dd', 'de', 'di', 'ds', 'e', 'ea', 'ed', 'ee', 'en', 'end', 'er', 'f', 'fr', 'from', 'fy', 'h', 'hi', 'hy', 'i', 'ia', 'id', 'ie', 'il', 'im', 'in', 'io', 'it', 'j', 'k', 'l', 'la', 'lc', 'ls', 'm', 'ma', 'many', 'me', 'mo', 'more', 'mu', 'n', 'na', 'nd', 'ns', 'nt', 'ny', 'o', 'oa', 'om', 'on', 'op', 'or', 'p', 'pe', 'ph', 'pi', 'po', 'pp', 'py', 'r', 'ra', 'ran', 're', 'ri', 'ro', 'rs', 's', 'se', 'see', 'sf', 'si', 'sm', 'so', 'sp', 'st', 'stop', 't', 'ti', 'to', 'top', 'tr', 'ts', 'u', 'ur', 'us', 'w', 'wa', 'we', 'were', 'y']",,"['In', 'addition', 'to', 'comments', 'by', '@seamusmurphy,', 'Ian,', 'and', 'Adina,', 'transit', 'champions', '@jwalshie', 'and', '@npilch', 'also', 'stopped', 'by!', '👑\n\nWe', 'were', 'also', 'happy', 'to', 'see', 'friends', 'from', '@TransitRidersEB,', '@SFyimby', '@transpoakland', '&amp;', 'many', 'more', '👏👏', '']",['in'],"['add', 'addition', 'champ', 'champion', 'friend', 'happy', 'in', 'many', 'more', 'on', 'top']",10.995412844036696
1565,31,"We look forward to working with the 200+ volunteers, advocates and organizations who’ve spoken up for these integrated fare efforts to keep the momentum going in 2022 🚊🚌⛴ ",2021-12-12 01:52:00,181.0,6.0,0.0331491712707182,0.0,[],4.0,1.0,0.0,"['a', 'ad', 'an', 'and', 'ar', 'are', 'at', 'c', 'ca', 'd', 'e', 'ed', 'ee', 'ef', 'eg', 'en', 'ep', 'er', 'es', 'f', 'fa', 'far', 'ff', 'fo', 'for', 'g', 'ga', 'go', 'going', 'gr', 'h', 'he', 'hes', 'ho', 'i', 'in', 'io', 'it', 'iz', 'k', 'ke', 'keep', 'l', 'lo', 'look', 'm', 'me', 'mo', 'n', 'nd', 'ng', 'ni', 'ns', 'nt', 'o', 'oc', 'oi', 'ok', 'ol', 'om', 'on', 'oo', 'or', 'p', 'po', 'r', 'ra', 'rd', 're', 'rs', 'rt', 's', 'se', 'sp', 't', 'te', 'th', 'the', 'these', 'ti', 'to', 'ts', 'u', 'um', 'un', 'up', 'v', 've', 've', 'vo', 'vol', 'w', 'wa', 'we', 'who', 'wi', 'with', 'wo', 'z']",,"['We', 'look', 'forward', 'to', 'working', 'with', 'the', '200+', 'volunteers,', 'advocates', 'and', 'organizations', 'who’ve', 'spoken', 'up', 'for', 'these', 'integrated', 'fare', 'efforts', 'to', 'keep', 'the', 'momentum', 'going', 'in', '2022', '🚊🚌⛴', '']","['grate', 'in', 'the']","['effort', 'fare', 'for', 'forward', 'go', 'going', 'in', 'integrate', 'integrated', 'ok', 'on', 'the', 'up', 'volunteer', 'wit', 'with', 'work']",16.982456140350877
1566,32,"Seamless’ @alevin and @icgee also talked about next steps in our fare integration campaign: in the spring, agencies across the Bay will be in a position to move forward with plans for an integrated transit pass pilot program and free transfers 🙌 ",2021-12-12 01:52:00,182.0,9.0,0.0494505494505494,0.0,"[['@alevin'], ['@icgee']]",4.0,2.0,0.0,"['a', 'ab', 'about', 'ac', 'across', 'ag', 'al', 'also', 'am', 'an', 'and', 'ar', 'are', 'as', 'at', 'ay', 'b', 'ba', 'be', 'c', 'ca', 'cg', 'ci', 'cr', 'd', 'e', 'ea', 'ed', 'ee', 'eg', 'en', 'ep', 'er', 'es', 'ev', 'ex', 'f', 'fa', 'far', 'fo', 'for', 'fr', 'g', 'ge', 'gr', 'h', 'he', 'i', 'ic', 'ie', 'ig', 'il', 'in', 'io', 'it', 'k', 'ke', 'l', 'la', 'le', 'les', 'less', 'll', 'll', 'lo', 'ls', 'm', 'ml', 'mo', 'move', 'n', 'nc', 'nd', 'ne', 'next', 'ng', 'ns', 'nt', 'o', 'og', 'on', 'or', 'os', 'ot', 'ou', 'our', 'out', 'p', 'pas', 'pi', 'pl', 'po', 'pr', 'ps', 'r', 'ra', 'ran', 'rd', 're', 'ri', 'ro', 'rs', 's', 'se', 'sf', 'si', 'so', 'sp', 'ss', 'st', 't', 'te', 'th', 'the', 'ti', 'to', 'tr', 'u', 'ur', 'ut', 'v', 've', 've', 'w', 'wa', 'wi', 'will', 'with', 'x', 'xt', 'y']",,"['Seamless’', '@alevin', 'and', '@icgee', 'also', 'talked', 'about', 'next', 'steps', 'in', 'our', 'fare', 'integration', 'campaign:', 'in', 'the', 'spring,', 'agencies', 'across', 'the', 'Bay', 'will', 'be', 'in', 'a', 'position', 'to', 'move', 'forward', 'with', 'plans', 'for', 'an', 'integrated', 'transit', 'pass', 'pilot', 'program', 'and', 'free', 'transfers', '🙌', '']","['grate', 'ill', 'in', 'the']","['as', 'campaign', 'fare', 'for', 'forward', 'free', 'in', 'integrate', 'integrated', 'move', 'next', 'on', 'pilot', 'pro', 'seamless', 'the', 'will', 'wit', 'with']",18.983739837398375
1567,33,"“Not every region has a group like @seamlessbayarea working on fares, wayfinding and integration… the Bay Area is lucky. Other regions should be replicating.” 🙌  Thanks Seamus! https://t.co/Nf1Jn0NW90 ",2021-12-12 01:52:00,315.0,19.0,0.0603174603174603,1.0,[['@seamlessbayarea']],7.0,0.0,0.0,"['a', 'am', 'an', 'and', 'ar', 'are', 'as', 'at', 'ay', 'b', 'ba', 'be', 'c', 'ca', 'co', 'd', 'di', 'e', 'ea', 'eg', 'ep', 'er', 'es', 'ev', 'ever', 'every', 'f', 'fa', 'far', 'fi', 'find', 'g', 'gi', 'gr', 'h', 'has', 'he', 'her', 'ho', 'http', 'i', 'ic', 'in', 'io', 'is', 'j', 'k', 'ke', 'l', 'le', 'les', 'less', 'like', 'm', 'ml', 'mu', 'n', 'nd', 'ng', 'no', 'not', 'ns', 'nt', 'o', 'on', 'or', 'ot', 'other', 'ou', 'p', 'pl', 'ps', 'r', 'ra', 're', 'ro', 'ry', 's', 'se', 'should', 'ss', 't', 'te', 'th', 'than', 'thank', 'thanks', 'the', 'ti', 'tp', 'tt', 'u', 'up', 'us', 'v', 've', 've', 'very', 'w', 'wa', 'way', 'wo', 'y']",https://t.co/Nf1Jn0NW90,"['“Not', 'every', 'region', 'has', 'a', 'group', 'like', '@seamlessbayarea', 'working', 'on', 'fares,', 'wayfinding', 'and', 'integration…', 'the', 'Bay', 'Area', 'is', 'lucky.', 'Other', 'regions', 'should', 'be', 'replicating.”', '🙌', '', 'Thanks', 'Seamus!', 'https://t.co/Nf1Jn0NW90', '']","['ding', 'in', 'no', 'not', 'the']","['as', 'fare', 'in', 'like', 'luck', 'lucky', 'on', 'seamless', 'thank', 'thanks', 'the', 'up', 'very', 'way', 'work', 'yare']",15.975124378109452
1568,34,.@seamusmurphy on the effect of these changes: ⬆️ ridership &amp; more riders from all backgrounds. “A third of our new riders are brand new to the ferries. These changes let them pick the mode that works best for them.” ,2021-12-12 01:52:00,167.0,6.0,0.0359281437125748,0.0,[['@seamusmurphy']],4.0,1.0,0.0,"['a', 'ac', 'al', 'all', 'am', 'an', 'and', 'ar', 'are', 'at', 'b', 'ba', 'back', 'be', 'best', 'br', 'c', 'ch', 'changes', 'ct', 'd', 'de', 'ds', 'e', 'ea', 'ec', 'ef', 'effect', 'em', 'er', 'es', 'est', 'et', 'f', 'ff', 'fo', 'for', 'fr', 'from', 'g', 'ge', 'gr', 'h', 'he', 'hes', 'hi', 'hy', 'i', 'ic', 'id', 'ie', 'ip', 'ir', 'k', 'kg', 'l', 'le', 'let', 'll', 'll', 'm', 'mo', 'more', 'mu', 'n', 'nd', 'ne', 'new', 'ng', 'o', 'od', 'of', 'om', 'on', 'or', 'ou', 'our', 'p', 'ph', 'pi', 'r', 'ra', 'ran', 'rd', 're', 'ri', 'ro', 'rr', 'rs', 's', 'se', 'sm', 'st', 't', 'th', 'that', 'the', 'them', 'these', 'third', 'to', 'u', 'un', 'ur', 'us', 'w', 'wo', 'y']",,"['.@seamusmurphy', 'on', 'the', 'effect', 'of', 'these', 'changes:', '⬆️', 'ridership', '&amp;', 'more', 'riders', 'from', 'all', 'backgrounds.', '“A', 'third', 'of', 'our', 'new', 'riders', 'are', 'brand', 'new', 'to', 'the', 'ferries.', 'These', 'changes', 'let', 'them', 'pick', 'the', 'mode', 'that', 'works', 'best', 'for', 'them.”', '']","['err', 'hang', 'the']","['all', 'back', 'best', 'change', 'for', 'hang', 'hip', 'more', 'new', 'of', 'on', 'pick', 'round', 'the', 'work', 'works']",15.986425339366516
1569,35,Seamus explained how the SF Bay Ferry has lead the way by bringing back service while cutting fares to better align with the price of other modes. They also beefed up midday and weekend service to reach new riders 👏👏 https://t.co/QsAipKpCaf ,2021-12-12 01:52:00,190.0,16.0,0.0842105263157894,0.0,[],5.0,2.0,0.0,"['a', 'ac', 'ad', 'af', 'ain', 'al', 'also', 'am', 'an', 'and', 'ar', 'are', 'as', 'ay', 'b', 'ba', 'back', 'be', 'better', 'br', 'by', 'c', 'ca', 'ce', 'ch', 'co', 'cu', 'd', 'da', 'dd', 'de', 'e', 'ea', 'each', 'ed', 'ee', 'ef', 'en', 'end', 'er', 'es', 'et', 'ex', 'ey', 'f', 'fa', 'far', 'g', 'gi', 'h', 'has', 'he', 'her', 'hi', 'ho', 'how', 'http', 'i', 'ic', 'id', 'ig', 'il', 'in', 'ip', 'it', 'k', 'ke', 'l', 'la', 'le', 'ls', 'm', 'mo', 'mu', 'n', 'nd', 'ne', 'new', 'ng', 'o', 'od', 'of', 'ot', 'other', 'ow', 'p', 'pc', 'pk', 'pl', 'pr', 'ps', 'q', 'r', 're', 'ri', 'rr', 'rs', 'rv', 'ry', 's', 'sa', 'se', 'sf', 'so', 't', 'te', 'th', 'the', 'they', 'ti', 'to', 'tp', 'tt', 'u', 'up', 'us', 'ut', 'v', 'w', 'wa', 'way', 'we', 'while', 'wi', 'with', 'x', 'y']",https://t.co/QsAipKpCaf,"['Seamus', 'explained', 'how', 'the', 'SF', 'Bay', 'Ferry', 'has', 'lead', 'the', 'way', 'by', 'bringing', 'back', 'service', 'while', 'cutting', 'fares', 'to', 'better', 'align', 'with', 'the', 'price', 'of', 'other', 'modes.', 'They', 'also', 'beefed', 'up', 'midday', 'and', 'weekend', 'service', 'to', 'reach', 'new', 'riders', '👏👏', 'https://t.co/QsAipKpCaf', '']","['cutting', 'err', 'in', 'plain', 'the', 'vice']","['as', 'back', 'bet', 'better', 'da', 'fare', 'how', 'in', 'lead', 'new', 'of', 'service', 'the', 'up', 'way', 'wit', 'with']",16.975103734439834
1570,36,"We were honored to have @seamusmurphy, Executive Dir of WETA, come out today and speak. 

He touted the “incredible amount of progress” on fares that we’ve made in such a short period of time 🙌 https://t.co/EiMNZGPVup ",2021-12-12 01:52:00,2091.0,60.0,0.0286944045911047,2.0,"[['@seamusmurphy,']]",5.0,1.0,0.0,"['a', 'ad', 'am', 'amount', 'an', 'and', 'ar', 'are', 'at', 'av', 'ay', 'b', 'bl', 'c', 'ch', 'co', 'com', 'come', 'cr', 'cu', 'd', 'da', 'de', 'di', 'e', 'ea', 'ec', 'ed', 'ei', 'er', 'es', 'et', 'ex', 'f', 'fa', 'far', 'g', 'gr', 'h', 'have', 'he', 'ho', 'http', 'hy', 'i', 'ib', 'im', 'in', 'inc', 'io', 'ir', 'iv', 'k', 'l', 'le', 'm', 'ma', 'made', 'me', 'mn', 'mo', 'mu', 'n', 'nc', 'nd', 'no', 'nor', 'nt', 'o', 'od', 'of', 'og', 'om', 'on', 'or', 'ou', 'out', 'p', 'pe', 'per', 'ph', 'pr', 'ps', 'r', 're', 'ri', 'ro', 'rt', 's', 'se', 'sm', 'sp', 'ss', 'such', 't', 'te', 'th', 'that', 'the', 'ti', 'to', 'tp', 'tt', 'u', 'un', 'up', 'ur', 'us', 'ut', 'v', 've', 've', 'vu', 'w', 'we', 'were', 'x', 'y', 'z']",https://t.co/EiMNZGPVup,"['We', 'were', 'honored', 'to', 'have', '@seamusmurphy,', 'Executive', 'Dir', 'of', 'WETA,', 'come', 'out', 'today', 'and', 'speak.', '\n\nHe', 'touted', 'the', '“incredible', 'amount', 'of', 'progress”', 'on', 'fares', 'that', 'we’ve', 'made', 'in', 'such', 'a', 'short', 'period', 'of', 'time', '🙌', 'https://t.co/EiMNZGPVup', '']","['in', 'mad', 'no', 'the', 'tout', 'touted']","['credible', 'da', 'executive', 'fare', 'have', 'in', 'incredible', 'made', 'of', 'on', 'peak', 'pro', 'progress', 'the', 'today', 'up']",15.972477064220184
1571,37,So great to celebrate our progress on integrated fares today with many of the amazing advocates and transit leaders who made it happen! 🥳 https://t.co/pPNFsvhSlD ,2021-12-11 22:53:00,3908.0,219.0,0.0560388945752303,6.0,[],25.0,17.0,0.0,"['a', 'ad', 'am', 'an', 'and', 'any', 'ap', 'ar', 'are', 'at', 'ay', 'az', 'b', 'br', 'c', 'ca', 'ce', 'co', 'd', 'da', 'de', 'e', 'ea', 'ed', 'eg', 'el', 'en', 'er', 'es', 'f', 'fa', 'far', 'fs', 'g', 'gr', 'h', 'he', 'ho', 'hs', 'http', 'i', 'in', 'it', 'l', 'le', 'm', 'ma', 'made', 'many', 'n', 'nd', 'ng', 'ns', 'nt', 'ny', 'o', 'oc', 'od', 'of', 'og', 'on', 'ou', 'our', 'p', 'pe', 'pn', 'pp', 'pr', 'ps', 'r', 'ra', 'ran', 're', 'ro', 'rs', 's', 'si', 'sl', 'so', 'ss', 't', 'te', 'th', 'the', 'to', 'tp', 'tr', 'tt', 'u', 'ur', 'v', 'vo', 'w', 'who', 'wi', 'with', 'y', 'z', 'zi']",https://t.co/pPNFsvhSlD,"['So', 'great', 'to', 'celebrate', 'our', 'progress', 'on', 'integrated', 'fares', 'today', 'with', 'many', 'of', 'the', 'amazing', 'advocates', 'and', 'transit', 'leaders', 'who', 'made', 'it', 'happen!', '🥳', 'https://t.co/pPNFsvhSlD', '']","['brat', 'grate', 'in', 'mad', 'the']","['amazing', 'celebrate', 'da', 'fare', 'great', 'in', 'integrate', 'integrated', 'lead', 'leader', 'made', 'many', 'of', 'on', 'pro', 'progress', 'the', 'today', 'wit', 'with', 'zing']",20.969135802469136
1572,38,"TODAY: We’re celebrating integrated fares - on a ferry! 

See you in a couple of hours! ⛴👏

https://t.co/2n3YxRTQRh ",2021-12-11 18:40:00,281.0,2.0,0.0071174377224199,0.0,[],0.0,0.0,2.0,"['a', 'ar', 'are', 'at', 'ay', 'b', 'br', 'c', 'ce', 'co', 'd', 'da', 'e', 'ed', 'ee', 'eg', 'el', 'er', 'es', 'f', 'fa', 'far', 'g', 'gr', 'h', 'ho', 'http', 'i', 'in', 'l', 'le', 'n', 'ng', 'nt', 'o', 'od', 'of', 'on', 'ou', 'our', 'ours', 'p', 'pl', 'ps', 'q', 'r', 'ra', 're', 'rh', 'rr', 'rs', 'rt', 'ry', 's', 'se', 'see', 't', 'te', 'ti', 'to', 'tp', 'tq', 'tt', 'u', 'up', 'ur', 'w', 'we', 'x', 'y', 'you']",https://t.co/2n3YxRTQRh,"['TODAY:', 'We’re', 'celebrating', 'integrated', 'fares', '-', 'on', 'a', 'ferry!', '\n\nSee', 'you', 'in', 'a', 'couple', 'of', 'hours!', '⛴👏\n\nhttps://t.co/2n3YxRTQRh', '']","['brat', 'err', 'grate', 'in']","['da', 'fare', 'in', 'integrate', 'integrated', 'of', 'on', 'today', 'up', 'yo', 'you']",10.96551724137931
1573,39,"⛴️🥳 HAPPENING TOMORROW: We're celebrating integrated fares - on a ferry! 

Join us in San Francisco or Oakland to learn about recent milestones in our advocacy for integrated fares, and what we have planned for 2022!

For more details &amp; to RSVP: https://t.co/2n3YxRTQRh https://t.co/daylRk0Izo ",2021-12-10 20:28:00,7938.0,109.0,0.0137314184933232,10.0,[],19.0,8.0,32.0,"['a', 'ab', 'about', 'ac', 'ad', 'am', 'an', 'and', 'ap', 'ar', 'are', 'at', 'av', 'ay', 'b', 'br', 'c', 'ca', 'ce', 'ci', 'co', 'cy', 'd', 'da', 'de', 'detail', 'e', 'ea', 'ec', 'ed', 'eg', 'el', 'en', 'er', 'es', 'est', 'et', 'f', 'fa', 'far', 'fo', 'for', 'fr', 'g', 'gr', 'h', 'have', 'http', 'i', 'il', 'in', 'is', 'iz', 'j', 'k', 'l', 'la', 'le', 'les', 'lest', 'lr', 'ls', 'm', 'mo', 'more', 'n', 'nc', 'nd', 'ne', 'ng', 'ni', 'nn', 'nt', 'o', 'oa', 'oc', 'oi', 'om', 'on', 'one', 'ones', 'or', 'ou', 'our', 'out', 'ow', 'p', 'pe', 'pl', 'pp', 'ps', 'q', 'r', 'ra', 'ran', 're', 'recent', 'rh', 'rn', 'ro', 'rr', 'rs', 'rt', 'ry', 's', 'sa', 'sc', 'st', 't', 'te', 'ti', 'to', 'tp', 'tq', 'tt', 'u', 'ur', 'us', 'ut', 'v', 've', 've', 'vo', 'w', 'we', ""we're"", 'what', 'x', 'y', 'yl', 'z']","https://t.co/2n3YxRTQRh, https://t.co/daylRk0Izo","['⛴️🥳', 'HAPPENING', 'TOMORROW:', ""We're"", 'celebrating', 'integrated', 'fares', '-', 'on', 'a', 'ferry!', '\n\nJoin', 'us', 'in', 'San', 'Francisco', 'or', 'Oakland', 'to', 'learn', 'about', 'recent', 'milestones', 'in', 'our', 'advocacy', 'for', 'integrated', 'fares,', 'and', 'what', 'we', 'have', 'planned', 'for', '2022!\n\nFor', 'more', 'details', '&amp;', 'to', 'RSVP:', 'https://t.co/2n3YxRTQRh', 'https://t.co/daylRk0Izo', '']","['ail', 'brat', 'err', 'grate', 'in']","['da', 'ear', 'earn', 'fare', 'for', 'happening', 'have', 'in', 'integrate', 'integrated', 'learn', 'more', 'on']",12.983221476510067
1574,40,"Care about funding for transit, including for integrated fares and service?  

Mark your calendars: ✏️📅 @MTCBATA is holding a Listening Session for a regional funding measure on Monday, Dec. 13th, 2-4pm.  https://t.co/D1C7mnlwKj ",2021-12-10 00:30:00,1055.0,22.0,0.0208530805687203,3.0,[['@MTCBATA']],4.0,0.0,6.0,"['a', 'ab', 'about', 'al', 'an', 'and', 'ar', 'are', 'as', 'at', 'ay', 'b', 'ba', 'c', 'ca', 'ce', 'cl', 'co', 'd', 'da', 'de', 'di', 'e', 'ea', 'ec', 'ed', 'eg', 'en', 'end', 'er', 'es', 'f', 'fa', 'far', 'fo', 'for', 'fu', 'g', 'gi', 'gr', 'h', 'ho', 'http', 'i', 'ic', 'in', 'inc', 'io', 'is', 'it', 'j', 'k', 'kj', 'l', 'le', 'm', 'ma', 'me', 'mn', 'mo', 'mt', 'n', 'na', 'nc', 'nd', 'ng', 'ni', 'nl', 'ns', 'nt', 'o', 'ol', 'old', 'on', 'or', 'ou', 'our', 'out', 'p', 'pm', 'ps', 'r', 'ra', 'ran', 're', 'rs', 'rv', 's', 'se', 'si', 'ss', 'st', 'sure', 't', 'tc', 'te', 'ten', 'th', 'tp', 'tr', 'tt', 'u', 'un', 'ur', 'ut', 'v', 'w', 'y', 'you', 'your']",https://t.co/D1C7mnlwKj,"['Care', 'about', 'funding', 'for', 'transit,', 'including', 'for', 'integrated', 'fares', 'and', 'service?', '', '\n\nMark', 'your', 'calendars:', '✏️📅', '@MTCBATA', 'is', 'holding', 'a', 'Listening', 'Session', 'for', 'a', 'regional', 'funding', 'measure', 'on', 'Monday,', 'Dec.', '13th,', '2-4pm.', '', 'https://t.co/D1C7mnlwKj', '']","['ding', 'grate', 'in', 'mar', 'old', 'vice']","['as', 'care', 'da', 'fare', 'for', 'fun', 'hold', 'in', 'integrate', 'integrated', 'on', 'service', 'sure', 'yo', 'you']",14.973799126637555
1575,41,"NEW on our blog: Austria's new KlimaTicket Ö is an  annual transit pass that can be used on any transit service in the country, for just €1,095 per year (or less than $3.50/day). Could the Bay Area create a similar integrated pass? 👇https://t.co/vLdoY0bsom ",2021-12-09 22:48:00,539.0,15.0,0.0278293135435992,1.0,[],5.0,1.0,3.0,"['a', 'al', 'an', 'any', 'ar', 'are', 'as', ""a's"", 'at', 'au', 'ay', 'b', 'ba', 'be', 'bl', 'bs', 'c', 'ca', 'can', 'ce', 'co', 'could', 'cr', 'd', 'da', 'do', 'e', 'ea', 'ed', 'eg', 'er', 'es', 'et', 'f', 'fo', 'for', 'g', 'gr', 'h', 'he', 'http', 'i', 'ia', 'ic', 'il', 'im', 'in', 'is', 'it', 'j', 'ju', 'just', 'k', 'ke', 'l', 'la', 'le', 'les', 'less', 'lo', 'm', 'ma', 'n', 'ne', 'new', 'nn', 'ns', 'nt', 'ny', 'o', 'og', 'om', 'on', 'or', 'ou', 'our', 'p', 'pas', 'pe', 'per', 'ps', 'r', 'ra', 'ran', 're', 'ri', 'rv', 'ry', 's', 'se', 'si', 'similar', 'so', 'ss', 'st', 't', 'te', 'th', 'than', 'that', 'the', 'ti', 'tp', 'tr', 'try', 'tt', 'u', 'un', 'ur', 'us', 'use', 'used', 'v', 'w', 'y']",https://t.co/vLdoY0bsom,"['NEW', 'on', 'our', 'blog:', ""Austria's"", 'new', 'KlimaTicket', 'Ö', 'is', 'an', '', 'annual', 'transit', 'pass', 'that', 'can', 'be', 'used', 'on', 'any', 'transit', 'service', 'in', 'the', 'country,', 'for', 'just', '€1,095', 'per', 'year', '(or', 'less', 'than', '$3.50/day).', 'Could', 'the', 'Bay', 'Area', 'create', 'a', 'similar', 'integrated', 'pass?', '👇https://t.co/vLdoY0bsom', '']","['grate', 'in', 'the', 'vice']","['as', 'can', 'could', 'create', 'da', 'ear', 'for', 'in', 'integrate', 'integrated', 'just', 'new', 'on', 'service', 'the', 'try', 'use', 'yea']",17.98443579766537
1576,42,"⛴️ And on Saturday, Dec. 11, we're celebrating our recent victories on fare integration... on a ferry! Join us in San Francisco or Oakland to toast this hard-fought progress and plan for continued advocacy in 2022.

For more details &amp; to RSVP: https://t.co/2n3YxRTQRh https://t.co/gL8ZRJ0WCf ",2021-12-08 22:55:00,432.0,6.0,0.0138888888888888,1.0,[],1.0,1.0,3.0,"['a', 'ac', 'ad', 'am', 'an', 'and', 'ar', 'are', 'as', 'at', 'ay', 'b', 'br', 'c', 'ca', 'ce', 'cf', 'ci', 'co', 'con', 'ct', 'cy', 'd', 'da', 'de', 'detail', 'e', 'ec', 'ed', 'eg', 'el', 'en', 'er', 'es', 'et', 'f', 'fa', 'far', 'fo', 'for', 'fr', 'g', 'gl', 'gr', 'h', 'hi', 'his', 'http', 'i', 'ic', 'ie', 'il', 'in', 'io', 'is', 'j', 'k', 'l', 'la', 'le', 'ls', 'm', 'mo', 'more', 'n', 'nc', 'nd', 'ng', 'nt', 'o', 'oa', 'oc', 'og', 'oi', 'on', 'or', 'ou', 'ought', 'our', 'p', 'pl', 'pr', 'ps', 'q', 'r', 'ra', 'ran', 'rd', 're', 'recent', 'rh', 'ri', 'rj', 'ro', 'rr', 'rs', 'rt', 'ry', 's', 'sa', 'sc', 'ss', 'st', 't', 'te', 'th', 'this', 'ti', 'to', 'tp', 'tq', 'tt', 'u', 'ue', 'ur', 'us', 'v', 'vo', 'w', 'we', ""we're"", 'x', 'y', 'z']","https://t.co/2n3YxRTQRh, https://t.co/gL8ZRJ0WCf","['⛴️', 'And', 'on', 'Saturday,', 'Dec.', '11,', ""we're"", 'celebrating', 'our', 'recent', 'victories', 'on', 'fare', 'integration...', 'on', 'a', 'ferry!', 'Join', 'us', 'in', 'San', 'Francisco', 'or', 'Oakland', 'to', 'toast', 'this', 'hard-fought', 'progress', 'and', 'plan', 'for', 'continued', 'advocacy', 'in', '2022.\n\nFor', 'more', 'details', '&amp;', 'to', 'RSVP:', 'https://t.co/2n3YxRTQRh', 'https://t.co/gL8ZRJ0WCf', '']","['ail', 'brat', 'err', 'hard', 'in', 'ugh']","['as', 'da', 'fare', 'for', 'in', 'more', 'on', 'pro', 'progress', 'victor']",9.97972972972973
1577,43,"📌 MARK YOUR CALENDARS! 📌

Tomorrow, Dec. 9, we're co-hosting a special transportation forum for candidates running to fill David Chiu's seat in the Assembly. Will be a robust conversation on bicycle, pedestrian, &amp; transit issues!

It's free! RSVP here: https://t.co/oTVUvnzemO https://t.co/cYWBMCdnqu ",2021-12-08 22:55:00,10851.0,132.0,0.0121647774398672,10.0,[],8.0,7.0,23.0,"['a', 'al', 'am', 'an', 'and', 'ar', 'as', 'at', 'av', 'b', 'be', 'bi', 'bl', 'bu', 'c', 'ca', 'can', 'cd', 'ch', 'ci', 'cl', 'co', 'con', 'cy', 'd', 'da', 'date', 'de', 'di', 'did', 'e', 'ea', 'ec', 'ed', 'ee', 'em', 'en', 'end', 'er', 'es', 'est', 'f', 'fi', 'fill', 'fo', 'for', 'fr', 'g', 'h', 'he', 'her', 'here', 'hi', 'ho', 'http', 'i', 'ia', 'ic', 'id', 'il', 'in', 'io', 'is', 'it', ""it's"", 'k', 'l', 'le', 'll', 'll', 'm', 'ma', 'mo', 'n', 'nd', 'ng', 'ni', 'nn', 'ns', 'o', 'ob', 'om', 'on', 'or', 'os', 'ot', 'ou', 'our', 'ow', 'p', 'pe', 'po', 'ps', 'q', 'qu', 'r', 'ra', 'ran', 're', 'ri', 'ro', 'rr', 'rs', 'rt', 'ru', 'run', 's', 'sa', 'se', 'si', 'sp', 'ss', 'st', 't', 'te', 'th', 'the', 'ti', 'to', 'tp', 'tr', ""t's"", 'tt', 'tv', 'u', 'ue', 'um', 'un', 'ur', 'us', 'v', 've', 've', 'vu', 'w', 'we', ""we're"", 'wi', 'will', 'y', 'you', 'your', 'z']","https://t.co/oTVUvnzemO, https://t.co/cYWBMCdnqu","['📌', 'MARK', 'YOUR', 'CALENDARS!', '📌\n\nTomorrow,', 'Dec.', '9,', ""we're"", 'co-hosting', 'a', 'special', 'transportation', 'forum', 'for', 'candidates', 'running', 'to', 'fill', 'David', ""Chiu's"", 'seat', 'in', 'the', 'Assembly.', 'Will', 'be', 'a', 'robust', 'conversation', 'on', 'bicycle,', 'pedestrian,', '&amp;', 'transit', ""issues!\n\nIt's"", 'free!', 'RSVP', 'here:', 'https://t.co/oTVUvnzemO', 'https://t.co/cYWBMCdnqu', '']","['bust', 'ill', 'in', 'issue', 'issues', 'mar', 'sting', 'sue', 'sues', 'the']","['as', 'avid', 'can', 'candid', 'conversation', 'da', 'for', 'free', 'host', 'in', 'on', 'robust', 'run', 'special', 'sport', 'the', 'will', 'yo', 'you']",18.9672131147541
