,Unnamed: 0,Tweet text,time,impressions,engagements,engagement rate,retweets,replies,likes,user profile clicks,url clicks,tweet words,links,replies_sentance,Negative words,Positive words,Sentiment Score
632,25,"[4/x] Poem 3, by @CorkyNoodle
If I should call you up, invest a dime
Imagine how the world could be
So better together
I can’t see me riding nobody but you
For all my life
How is the weather
So better together ",2019-12-17 16:28:00,667.0,30.0,0.0449775112443778,3.0,[['@CorkyNoodle']],5.0,5.0,0.0,"['a', 'ag', 'al', 'all', 'an', 'at', 'b', 'be', 'better', 'bu', 'but', 'by', 'c', 'ca', 'call', 'can', 'co', 'could', 'd', 'di', 'dl', 'dy', 'e', 'ea', 'ee', 'em', 'er', 'es', 'est', 'et', 'f', 'fo', 'for', 'g', 'ge', 'get', 'gi', 'h', 'he', 'her', 'ho', 'how', 'i', 'id', 'if', 'im', 'in', 'is', 'k', 'l', 'le', 'll', 'll', 'm', 'ma', 'me', 'my', 'n', 'ne', 'ng', 'no', 'nobody', 'o', 'ob', 'od', 'og', 'oo', 'or', 'ou', 'ow', 'p', 'po', 'r', 'ri', 'rl', 's', 'se', 'see', 'should', 'so', 'st', 't', 'te', 'th', 'the', 'to', 'together', 'tt', 'u', 'up', 'ut', 'v', 've', 've', 'w', 'we', 'wo', 'world', 'x', 'y', 'you']",,"['[4/x]', 'Poem', '3,', 'by', '@CorkyNoodle\nIf', 'I', 'should', 'call', 'you', 'up,', 'invest', 'a', 'dime\nImagine', 'how', 'the', 'world', 'could', 'be\nSo', 'better', 'together\nI', 'can’t', 'see', 'me', 'riding', 'nobody', 'but', 'you\nFor', 'all', 'my', 'life\nHow', 'is', 'the', 'weather\nSo', 'better', 'together', '']","['dim', 'ding', 'in', 'no', 'nobody', 'the']","['all', 'bet', 'better', 'can', 'could', 'for', 'how', 'in', 'invest', 'life', 'nob', 'the', 'together', 'up', 'vest', 'yo', 'you']",16.97142857142857
633,26,"[3/x] Poem 2, by @n8coombs
There once was a system called BART, the entire bay wants to take part! But up in Marin, they say “we hate our kin!”, so the rest of us wait to depart. ",2019-12-17 16:28:00,602.0,59.0,0.0980066445182724,2.0,[['@n8coombs']],5.0,2.0,0.0,"['a', 'al', 'all', 'an', 'ar', 'as', 'at', 'ay', 'b', 'ba', 'bs', 'bu', 'but', 'by', 'c', 'ca', 'call', 'ce', 'co', 'd', 'de', 'e', 'ed', 'em', 'en', 'ep', 'er', 'es', 'est', 'ey', 'f', 'h', 'he', 'her', 'here', 'i', 'in', 'ir', 'it', 'k', 'ke', 'l', 'le', 'll', 'll', 'm', 'ma', 'n', 'nc', 'nt', 'o', 'of', 'om', 'on', 'once', 'oo', 'ou', 'our', 'p', 'par', 'part', 'po', 'r', 're', 'ri', 'rt', 's', 'sa', 'say', 'so', 'st', 'sy', 'system', 't', 'take', 'te', 'th', 'the', 'there', 'they', 'ti', 'to', 'ts', 'u', 'up', 'ur', 'us', 'ut', 'w', 'wa', 'want', 'wants', 'was', 'we', 'x', 'y', 'ys']",,"['[3/x]', 'Poem', '2,', 'by', '@n8coombs\nThere', 'once', 'was', 'a', 'system', 'called', 'BART,', 'the', 'entire', 'bay', 'wants', 'to', 'take', 'part!', 'But', 'up', 'in', 'Marin,', 'they', 'say', '“we', 'hate', 'our', 'kin!”,', 'so', 'the', 'rest', 'of', 'us', 'wait', 'to', 'depart.', '']","['hate', 'in', 'ire', 'mar', 'the']","['all', 'art', 'as', 'entire', 'in', 'of', 'on', 'rest', 'say', 'take', 'the', 'up', 'want']",12.972067039106145
634,27,"[2/x] Poem 1, by @Neo_Deadweight https://t.co/WCNVNn7MjG ",2019-12-17 16:28:00,579.0,26.0,0.0449050086355785,0.0,[['@Neo_Deadweight']],2.0,0.0,1.0,"['a', 'ad', 'b', 'by', 'c', 'cn', 'co', 'd', 'de', 'e', 'ea', 'ei', 'eight', 'em', 'eo', 'g', 'h', 'http', 'i', 'ig', 'j', 'm', 'n', 'ne', 'nn', 'o', 'p', 'po', 'ps', 's', 't', 'tp', 'tt', 'v', 'w', 'we', 'x', 'y']",https://t.co/WCNVNn7MjG,"['[2/x]', 'Poem', '1,', 'by', '@Neo_Deadweight', 'https://t.co/WCNVNn7MjG', '']","['dead', 'deadweight']","['dead', 'neo']",1.9649122807017543
635,28,"[1/x] Seamless supporters: check out these 3 awesomely creative transit-themed poems that folks submitted, and ❤️ your fav. The top liked poem at Thursday 8 AM PST will win a limited edition Seamless @transitsupply tshirt! https://t.co/THYlbwlvH7 ",2019-12-17 16:28:00,2450.0,27.0,0.0110204081632653,1.0,[['@transitsupply']],4.0,3.0,1.0,"['a', 'am', 'an', 'and', 'at', 'av', 'aw', 'ay', 'b', 'c', 'ch', 'co', 'cr', 'd', 'da', 'di', 'e', 'ea', 'ec', 'ed', 'el', 'em', 'er', 'es', 'f', 'fa', 'fo', 'h', 'he', 'hes', 'hi', 'http', 'hu', 'hy', 'i', 'il', 'im', 'in', 'io', 'ir', 'it', 'its', 'iv', 'k', 'ke', 'l', 'lb', 'le', 'les', 'less', 'like', 'liked', 'll', 'll', 'm', 'me', 'ml', 'ms', 'n', 'nd', 'ns', 'o', 'ol', 'om', 'on', 'op', 'or', 'ou', 'our', 'out', 'p', 'pl', 'po', 'pp', 'ps', 'r', 'ra', 'ran', 're', 'rs', 'rt', 's', 'sd', 'se', 'si', 'so', 'some', 'ss', 'st', 'sub', 'sup', 't', 'te', 'th', 'that', 'the', 'them', 'these', 'ti', 'to', 'top', 'tp', 'tr', 'ts', 'tt', 'u', 'up', 'ur', 'ut', 'v', 've', 've', 'w', 'we', 'wi', 'will', 'x', 'y', 'yl', 'you', 'your']",https://t.co/THYlbwlvH7,"['[1/x]', 'Seamless', 'supporters:', 'check', 'out', 'these', '3', 'awesomely', 'creative', 'transit-themed', 'poems', 'that', 'folks', 'submitted,', 'and', '❤️', 'your', 'fav.', 'The', 'top', 'liked', 'poem', 'at', 'Thursday', '8', 'AM', 'PST', 'will', 'win', 'a', 'limited', 'edition', 'Seamless', '@transitsupply', 'tshirt!', 'https://t.co/THYlbwlvH7', '']","['heck', 'ill', 'in', 'limit', 'limited', 'the']","['awesome', 'creative', 'da', 'in', 'like', 'liked', 'on', 'seamless', 'sup', 'supply', 'support', 'supporter', 'the', 'top', 'up', 'will', 'win', 'yo', 'you']",18.975708502024293
636,29,"Reminder: Tweet a Bay Area transit inspired poem by midnight tonight and tag @seamlessbayarea. Tomorrow we'll share all submissions, and the author of the poem with the most ♥️s will win a limited edition Seamless @transitsupply shirt! https://t.co/YE36RSZteO ",2019-12-16 20:25:00,1057.0,0.0,0.0,0.0,"[['@seamlessbayarea.'], ['@transitsupply']]",0.0,0.0,0.0,"['a', 'ag', 'al', 'all', 'am', 'an', 'and', 'ar', 'are', 'au', 'auth', 'ay', 'b', 'ba', 'by', 'c', 'co', 'd', 'de', 'di', 'e', 'e3', 'ea', 'ed', 'ee', 'em', 'eo', 'er', 'es', 'et', 'f', 'g', 'h', 'he', 'hi', 'ho', 'http', 'i', 'id', 'ig', 'il', 'im', 'in', 'io', 'ir', 'is', 'it', 'its', 'l', 'le', 'les', 'less', 'll', 'll', 'm', 'miss', 'ml', 'mo', 'most', 'n', 'nd', 'ni', 'ns', 'o', 'of', 'om', 'on', 'or', 'os', 'ow', 'p', 'pi', 'pl', 'po', 'pp', 'ps', 'r', 'ra', 'ran', 're', 'ro', 'rr', 'rs', 'rt', 's', 'se', 'si', 'sp', 'ss', 'st', 'sub', 'sup', 'sz', 't', 'te', 'th', 'the', 'ti', 'to', 'tp', 'tr', 'ts', 'tt', 'u', 'up', 'ut', 'w', 'we', ""we'll"", 'wi', 'will', 'with', 'y', 'z']",https://t.co/YE36RSZteO,"['Reminder:', 'Tweet', 'a', 'Bay', 'Area', 'transit', 'inspired', 'poem', 'by', 'midnight', 'tonight', 'and', 'tag', '@seamlessbayarea.', 'Tomorrow', ""we'll"", 'share', 'all', 'submissions,', 'and', 'the', 'author', 'of', 'the', 'poem', 'with', 'the', 'most', '♥️s', 'will', 'win', 'a', 'limited', 'edition', 'Seamless', '@transitsupply', 'shirt!', 'https://t.co/YE36RSZteO', '']","['ill', 'in', 'ire', 'limit', 'limited', 'miss', 'the']","['all', 'hare', 'in', 'inspire', 'inspired', 'mind', 'miss', 'mission', 'most', 'of', 'on', 'seamless', 'share', 'sup', 'supply', 'the', 'up', 'will', 'win', 'wit', 'with', 'yare']",21.973076923076924
637,30,"Hello transit nerds! Let's write some poetry. Write a short Bay Area transit inspired poem and tag @seamlessbayarea. The author of the fav poem, based on # of ♥️s, will win a limited edition Seamless @transitsupply t-shirt! 📜👕🚉

Tweet yours by Monday night, 12/16! https://t.co/vHFFSMdCx1 ",2019-12-13 21:00:00,5310.0,972.0,0.1830508474576271,8.0,"[['@seamlessbayarea.'], ['@transitsupply']]",17.0,73.0,0.0,"['a', 'ag', 'am', 'an', 'and', 'ar', 'are', 'as', 'au', 'auth', 'av', 'ay', 'b', 'ba', 'by', 'c', 'co', 'cx', 'd', 'da', 'dc', 'di', 'ds', 'e', 'ea', 'ed', 'ee', 'el', 'em', 'er', 'es', 'et', 'f', 'fa', 'ff', 'fs', 'g', 'h', 'he', 'hello', 'hi', 'ho', 'http', 'i', 'ig', 'il', 'im', 'in', 'io', 'ir', 'it', 'its', 'l', 'le', 'les', 'less', 'let', ""let's"", 'll', 'll', 'lo', 'm', 'me', 'ml', 'mo', 'n', 'nd', 'ne', 'ni', 'ns', 'o', 'of', 'om', 'on', 'or', 'ou', 'our', 'ours', 'p', 'pi', 'pl', 'po', 'pp', 'ps', 'r', 'ra', 'ran', 'rd', 're', 'ri', 'rs', 'rt', 'ry', 's', 'se', 'si', 'sm', 'so', 'some', 'sp', 'ss', 'sup', 't', 'te', 'th', 'the', 'ti', 'tp', 'tr', 'try', 'ts', ""t's"", 'tt', 'u', 'up', 'ur', 'ut', 'v', 'w', 'we', 'wi', 'will', 'x', 'x1', 'y', 'you', 'your', 'yours']",https://t.co/vHFFSMdCx1,"['Hello', 'transit', 'nerds!', ""Let's"", 'write', 'some', 'poetry.', 'Write', 'a', 'short', 'Bay', 'Area', 'transit', 'inspired', 'poem', 'and', 'tag', '@seamlessbayarea.', 'The', 'author', 'of', 'the', 'fav', 'poem,', 'based', 'on', '#', 'of', '♥️s,', 'will', 'win', 'a', 'limited', 'edition', 'Seamless', '@transitsupply', 't-shirt!', '📜👕🚉\n\nTweet', 'yours', 'by', 'Monday', 'night,', '12/16!', 'https://t.co/vHFFSMdCx1', '']","['hell', 'ill', 'in', 'ire', 'limit', 'limited', 'the']","['as', 'da', 'hello', 'in', 'inspire', 'inspired', 'of', 'on', 'poet', 'seamless', 'sup', 'supply', 'the', 'try', 'up', 'will', 'win', 'yare', 'yo', 'you', 'yours']",20.975778546712803
638,31,"Our goal this week is to make it to 101 donors for our fundraising campaign -- 1 for each municipality in the Bay Area! 

Donate $10, $27, $50, whatever you can. Because our municipalities are #bettertogether when it comes to transit connectivity.

https://t.co/PAdRM3S8e0 ",2019-12-13 20:30:00,1080.0,24.0,0.0222222222222222,1.0,[],3.0,0.0,16.0,"['a', 'ac', 'ad', 'al', 'am', 'an', 'ar', 'are', 'at', 'au', 'ay', 'b', 'ba', 'be', 'because', 'better', 'c', 'ca', 'can', 'cause', 'ch', 'ci', 'co', 'com', 'come', 'comes', 'con', 'ct', 'd', 'do', 'don', 'dr', 'e', 'ea', 'each', 'ec', 'ee', 'en', 'er', 'es', 'et', 'ev', 'ever', 'f', 'fo', 'for', 'fu', 'g', 'ge', 'get', 'go', 'h', 'he', 'her', 'hi', 'his', 'http', 'i', 'ic', 'ie', 'ig', 'in', 'ip', 'is', 'it', 'iv', 'k', 'ke', 'l', 'm', 'ma', 'make', 'me', 'mu', 'n', 'na', 'nd', 'ne', 'ng', 'ni', 'nn', 'no', 'nor', 'ns', 'o', 'oa', 'og', 'om', 'on', 'or', 'ou', 'our', 'p', 'ps', 'r', 'ra', 'ran', 're', 'rm', 'rs', 'rt', 's', 'se', 'si', 't', 'te', 'th', 'the', 'this', 'ti', 'to', 'together', 'tp', 'tr', 'tt', 'u', 'un', 'ur', 'us', 'use', 'v', 've', 've', 'w', 'we', 'what', 'whatever', 'when', 'y', 'you']",https://t.co/PAdRM3S8e0,"['Our', 'goal', 'this', 'week', 'is', 'to', 'make', 'it', 'to', '101', 'donors', 'for', 'our', 'fundraising', 'campaign', '--', '1', 'for', 'each', 'municipality', 'in', 'the', 'Bay', 'Area!', '\n\nDonate', '$10,', '$27,', '$50,', 'whatever', 'you', 'can.', 'Because', 'our', 'municipalities', 'are', '#bettertogether', 'when', 'it', 'comes', 'to', 'transit', 'connectivity.\n\nhttps://t.co/PAdRM3S8e0', '']","['hate', 'in', 'no', 'sin', 'the']","['bet', 'better', 'campaign', 'can', 'cause', 'connect', 'donate', 'for', 'fun', 'go', 'in', 'make', 'on', 'pal', 'the', 'together', 'use', 'yo', 'you']",18.98168498168498
639,32,"We are feeling incredibly grateful - we've raised over $5k so far! A generous local donor will be matching that $5k, doubling the impact of our first 68 donors!

If anyone else is interested in becoming a matching donor for this/future campaigns, please reach out. ",2019-12-06 23:01:00,1246.0,20.0,0.0160513643659711,1.0,[],9.0,5.0,0.0,"['a', 'ac', 'act', 'al', 'am', 'an', 'any', 'anyone', 'ar', 'are', 'as', 'at', 'b', 'be', 'becoming', 'bl', 'c', 'ca', 'ch', 'co', 'com', 'cr', 'ct', 'd', 'di', 'do', 'don', 'e', 'ea', 'each', 'ec', 'ed', 'ee', 'ef', 'el', 'else', 'en', 'er', 'es', 'est', 'f', 'fa', 'far', 'fi', 'first', 'fo', 'for', 'fu', 'g', 'ge', 'gr', 'h', 'he', 'hi', 'his', 'i', 'ib', 'if', 'ig', 'il', 'im', 'in', 'inc', 'interest', 'ir', 'is', 'k', 'l', 'le', 'll', 'll', 'lo', 'ls', 'm', 'ma', 'n', 'nc', 'ne', 'ng', 'no', 'nor', 'ns', 'nt', 'ny', 'o', 'oc', 'of', 'om', 'on', 'one', 'or', 'ou', 'our', 'out', 'over', 'p', 'pl', 'please', 'r', 'ra', 're', 'ro', 'rs', 's', 'se', 'so', 'st', 't', 'tc', 'te', 'th', 'that', 'the', 'this', 'u', 'ur', 'us', 'ut', 'v', 've', 've', 'w', 'we', ""we've"", 'wi', 'will', 'y']",,"['We', 'are', 'feeling', 'incredibly', 'grateful', '-', ""we've"", 'raised', 'over', '$5k', 'so', 'far!', 'A', 'generous', 'local', 'donor', 'will', 'be', 'matching', 'that', '$5k,', 'doubling', 'the', 'impact', 'of', 'our', 'first', '68', 'donors!\n\nIf', 'anyone', 'else', 'is', 'interested', 'in', 'becoming', 'a', 'matching', 'donor', 'for', 'this/future', 'campaigns,', 'please', 'reach', 'out.', '']","['grate', 'ill', 'in', 'no', 'plea', 'pleas', 'the']","['as', 'campaign', 'ease', 'first', 'for', 'generous', 'grateful', 'in', 'incredibly', 'interest', 'interested', 'of', 'on', 'over', 'plea', 'please', 'rest', 'rested', 'the', 'will', 'yo']",20.973584905660378
640,33,We post a lot about missed connections. Happy to instead be posting about this delightful transit connection 💕🚆 #transitlove https://t.co/aYxFUZCzrn ,2019-12-06 02:54:00,1914.0,16.0,0.0083594566353187,0.0,[],13.0,1.0,0.0,"['a', 'ab', 'about', 'ad', 'an', 'ap', 'ay', 'b', 'be', 'c', 'co', 'con', 'ct', 'cz', 'd', 'de', 'e', 'ea', 'ec', 'ed', 'el', 'f', 'fu', 'g', 'h', 'hi', 'his', 'http', 'i', 'ig', 'in', 'instead', 'io', 'is', 'it', 'l', 'lo', 'm', 'miss', 'n', 'ne', 'ng', 'nn', 'ns', 'o', 'on', 'os', 'ot', 'ou', 'out', 'p', 'po', 'pp', 'ps', 'py', 'r', 'ra', 'ran', 'rn', 's', 'se', 'si', 'ss', 'st', 't', 'te', 'tf', 'th', 'this', 'ti', 'tl', 'to', 'tp', 'tr', 'tt', 'u', 'ut', 'v', 've', 've', 'w', 'we', 'x', 'xf', 'y', 'z']",https://t.co/aYxFUZCzrn,"['We', 'post', 'a', 'lot', 'about', 'missed', 'connections.', 'Happy', 'to', 'instead', 'be', 'posting', 'about', 'this', 'delightful', 'transit', 'connection', '💕🚆', '#transitlove', 'https://t.co/aYxFUZCzrn', '']","['in', 'miss', 'missed', 'sting']","['connect', 'connection', 'delight', 'delightful', 'happy', 'in', 'light', 'love', 'miss', 'on']",9.973154362416107
641,34,@jarichmond Thanks so much! ,2019-12-06 02:38:00,22.0,0.0,0.0,0.0,[['@jarichmond']],0.0,0.0,0.0,"['a', 'an', 'ar', 'c', 'ch', 'd', 'h', 'i', 'ic', 'j', 'k', 'm', 'mo', 'mu', 'much', 'n', 'nd', 'o', 'on', 'r', 'ri', 's', 'so', 't', 'th', 'than', 'thank', 'thanks', 'u']",,"['@jarichmond', 'Thanks', 'so', 'much!', '']",[],"['much', 'on', 'rich', 'thank', 'thanks']",5.0
642,35,"@Jody59322225 @interline_io Not as of now, but that's a great idea! We'll see what we can do to add some map prints to our online shop. ",2019-12-05 16:19:00,189.0,3.0,0.0158730158730158,0.0,"[['@Jody59322225'], ['@interline_io']]",1.0,1.0,0.0,"['a', 'ad', 'an', 'ap', 'as', 'at', 'b', 'bu', 'but', 'c', 'ca', 'can', 'd', 'dd', 'de', 'do', 'dy', 'e', 'ea', 'ee', 'er', 'f', 'g', 'gr', 'h', 'ho', 'i', 'id', 'in', 'io', 'j', 'l', 'line', 'll', 'll', 'm', 'ma', 'me', 'n', 'ne', 'nl', 'no', 'not', 'now', 'nt', 'o', 'od', 'of', 'om', 'on', 'op', 'ot', 'ou', 'our', 'ow', 'p', 'pr', 'r', 're', 'ri', 'rl', 's', 'se', 'see', 'so', 'some', 't', 'te', 'th', 'that', ""that's"", 'to', 'ts', ""t's"", 'u', 'ur', 'ut', 'w', 'we', ""we'll"", 'what', 'y']",,"['@Jody59322225', '@interline_io', 'Not', 'as', 'of', 'now,', 'but', ""that's"", 'a', 'great', 'idea!', ""We'll"", 'see', 'what', 'we', 'can', 'do', 'to', 'add', 'some', 'map', 'prints', 'to', 'our', 'online', 'shop.', '']","['in', 'no', 'not']","['add', 'as', 'can', 'great', 'idea', 'in', 'now', 'of', 'on']",8.977941176470589
643,36,Thanks @eb4everyone for supporting our call for the designation of a Bay Area Transit Network Manager to be a prerequisite for authorizing a major new source of transit funding!  https://t.co/uoT2YBTB15 https://t.co/0CpOzdlyxL ,2019-12-05 03:30:00,2597.0,28.0,0.0107816711590296,3.0,[['@eb4everyone']],16.0,3.0,3.0,"['a', 'ag', 'aj', 'al', 'all', 'an', 'ar', 'are', 'at', 'au', 'auth', 'ay', 'b', 'b1', 'ba', 'be', 'bt', 'c', 'ca', 'call', 'ce', 'co', 'cp', 'd', 'de', 'di', 'dl', 'e', 'ea', 'eq', 'er', 'es', 'et', 'ev', 'ever', 'every', 'everyone', 'f', 'fo', 'for', 'fu', 'g', 'ge', 'h', 'he', 'ho', 'http', 'i', 'ig', 'in', 'io', 'is', 'it', 'iz', 'j', 'k', 'l', 'll', 'll', 'm', 'ma', 'n', 'na', 'nd', 'ne', 'new', 'ng', 'ns', 'o', 'of', 'on', 'one', 'or', 'ot', 'ou', 'our', 'oz', 'p', 'po', 'pp', 'pr', 'ps', 'q', 'qu', 'r', 'ra', 'ran', 'rc', 're', 'ri', 'rt', 'ry', 's', 'si', 'so', 'sup', 't', 't2', 'tb', 'te', 'th', 'than', 'thank', 'thanks', 'the', 'ti', 'to', 'tp', 'tr', 'tt', 'two', 'u', 'ui', 'un', 'uo', 'up', 'ur', 'ut', 'v', 've', 've', 'very', 'w', 'wo', 'x', 'xl', 'y', 'z', 'zi']","https://t.co/uoT2YBTB15, https://t.co/0CpOzdlyxL","['Thanks', '@eb4everyone', 'for', 'supporting', 'our', 'call', 'for', 'the', 'designation', 'of', 'a', 'Bay', 'Area', 'Transit', 'Network', 'Manager', 'to', 'be', 'a', 'prerequisite', 'for', 'authorizing', 'a', 'major', 'new', 'source', 'of', 'transit', 'funding!', '', 'https://t.co/uoT2YBTB15', 'https://t.co/0CpOzdlyxL', '']","['ding', 'in', 'nag', 'sour', 'the']","['all', 'for', 'fun', 'in', 'major', 'manage', 'new', 'of', 'on', 'qui', 'sup', 'support', 'supporting', 'thank', 'thanks', 'the', 'up', 'very', 'work', 'yo', 'zing']",20.97797356828194
644,37,@duncank Thanks for your support! 🙏🚆🚍 ,2019-12-04 17:35:00,72.0,0.0,0.0,0.0,[['@duncank']],0.0,0.0,0.0,"['a', 'an', 'c', 'ca', 'can', 'd', 'du', 'f', 'fo', 'for', 'h', 'k', 'n', 'nc', 'o', 'or', 'ou', 'our', 'p', 'po', 'pp', 'r', 'rt', 's', 'sup', 't', 'th', 'than', 'thank', 'thanks', 'u', 'un', 'up', 'ur', 'y', 'you', 'your']",,"['@duncank', 'Thanks', 'for', 'your', 'support!', '🙏🚆🚍', '']",['dun'],"['can', 'for', 'sup', 'support', 'thank', 'thanks', 'up', 'yo', 'you']",8.973684210526315
645,38,"@MosesMaynez @SFBART @transitsupply If you don’t want any swag, you can just write a note when you submit your donation saying you’d don’t want any. ",2019-12-04 17:22:00,118.0,0.0,0.0,0.0,"[['@MosesMaynez'], ['@SFBART'], ['@transitsupply']]",0.0,0.0,0.0,"['a', 'ag', 'an', 'any', 'ar', 'at', 'ay', 'b', 'ba', 'c', 'ca', 'can', 'd', 'do', 'don', 'e', 'en', 'es', 'f', 'g', 'h', 'he', 'i', 'if', 'in', 'io', 'it', 'its', 'j', 'ju', 'just', 'l', 'm', 'ma', 'may', 'mo', 'n', 'na', 'ne', 'ng', 'no', 'not', 'ns', 'nt', 'ny', 'o', 'on', 'os', 'ot', 'ou', 'our', 'p', 'pl', 'pp', 'r', 'ra', 'ran', 'ri', 'rt', 's', 'sa', 'say', 'saying', 'se', 'sf', 'si', 'sm', 'st', 'sub', 'sup', 't', 'te', 'ti', 'tr', 'ts', 'u', 'up', 'ur', 'us', 'w', 'wa', 'want', 'when', 'y', 'you', 'your', 'z']",,"['@MosesMaynez', '@SFBART', '@transitsupply', 'If', 'you', 'don’t', 'want', 'any', 'swag,', 'you', 'can', 'just', 'write', 'a', 'note', 'when', 'you', 'submit', 'your', 'donation', 'saying', 'you’d', 'don’t', 'want', 'any.', '']","['in', 'no', 'not']","['art', 'can', 'donation', 'in', 'just', 'note', 'on', 'say', 'sup', 'supply', 'swag', 'up', 'wag', 'want', 'yo', 'you']",15.979865771812081
646,39,"Imagine a future of coordinated schedules, equitable fares, and @SFBART cars as cute as @transitsupply's.

We're working hard to create that future (no guarantee on vehicle cuteness). Donate now, and a generous donor will match your $$! #GivingTuesday

https://t.co/OA1SxRauCv https://t.co/dqBVPavGXw ",2019-12-04 02:10:00,2161.0,99.0,0.0458121240166589,4.0,"[['@SFBART'], [""@transitsupply's.""]]",15.0,12.0,13.0,"['a', 'a1', 'ab', 'able', 'ag', 'an', 'and', 'ar', 'are', 'as', 'at', 'au', 'av', 'ay', 'b', 'ba', 'bl', 'c', 'ca', 'ch', 'cl', 'co', 'cr', 'cu', 'cv', 'd', 'da', 'di', 'do', 'don', 'du', 'e', 'ea', 'ed', 'edu', 'ee', 'en', 'eq', 'er', 'es', 'f', 'fa', 'far', 'fu', 'g', 'ge', 'gi', 'giving', 'h', 'he', 'hed', 'hi', 'http', 'i', 'ic', 'il', 'im', 'in', 'it', 'its', 'iv', 'k', 'l', 'le', 'les', 'll', 'll', 'm', 'ma', 'n', 'na', 'nd', 'ne', 'ng', 'no', 'nor', 'now', 'ns', 'nt', 'o', 'oa', 'of', 'on', 'oo', 'or', 'ord', 'ou', 'our', 'ow', 'p', 'pl', 'pp', 'ps', 'q', 'qu', 'r', 'ra', 'ran', 'rd', 're', 'ro', 'rs', 'rt', 's', 'sc', 'sd', 'sf', 'si', 'ss', 'sup', 't', 'tc', 'te', 'ten', 'th', 'that', 'to', 'tp', 'tr', 'ts', 'tt', 'u', 'ue', 'ui', 'up', 'ur', 'us', 'ut', 'v', 've', 've', 'w', 'we', ""we're"", 'wi', 'will', 'wo', 'x', 'y', 'you', 'your']","https://t.co/OA1SxRauCv, https://t.co/dqBVPavGXw","['Imagine', 'a', 'future', 'of', 'coordinated', 'schedules,', 'equitable', 'fares,', 'and', '@SFBART', 'cars', 'as', 'cute', 'as', ""@transitsupply's.\n\nWe're"", 'working', 'hard', 'to', 'create', 'that', 'future', '(no', 'guarantee', 'on', 'vehicle', 'cuteness).', 'Donate', 'now,', 'and', 'a', 'generous', 'donor', 'will', 'match', 'your', '$$!', '#GivingTuesday\n\nhttps://t.co/OA1SxRauCv', 'https://t.co/dqBVPavGXw', '']","['hard', 'ill', 'in', 'no', 'quit', 'rant']","['able', 'art', 'as', 'create', 'cute', 'da', 'donate', 'equitable', 'fare', 'generous', 'giving', 'guarantee', 'in', 'now', 'of', 'on', 'qui', 'sup', 'supply', 'up', 'will', 'work', 'yo', 'you']",23.980066445182725
647,40,"This #GivingTuesday, support a brighter and more equitable future for the Bay Area. A generous local donor will match the first $5,000 in donations raised, so your impact will be doubled! 

https://t.co/h4Cyqe97hS https://t.co/otp4rfZ6kp ",2019-12-03 16:01:00,1555.0,14.0,0.0090032154340836,3.0,[],5.0,2.0,2.0,"['a', 'ab', 'able', 'ac', 'act', 'al', 'an', 'and', 'ar', 'are', 'at', 'ay', 'b', 'ba', 'be', 'bl', 'br', 'c', 'ca', 'ch', 'co', 'ct', 'cy', 'd', 'da', 'do', 'don', 'e', 'ea', 'ed', 'en', 'eq', 'er', 'es', 'f', 'fi', 'first', 'fo', 'for', 'fu', 'g', 'ge', 'gi', 'giving', 'h', 'he', 'hi', 'his', 'hs', 'http', 'i', 'ig', 'il', 'im', 'in', 'io', 'ir', 'is', 'it', 'iv', 'k', 'l', 'le', 'll', 'll', 'lo', 'm', 'ma', 'mo', 'more', 'n', 'na', 'nd', 'ne', 'ng', 'no', 'nor', 'ns', 'o', 'oc', 'on', 'or', 'ot', 'ou', 'our', 'p', 'po', 'pp', 'ps', 'q', 'qu', 'r', 'ra', 're', 'rf', 'ri', 'right', 'ro', 'rs', 'rt', 's', 'sd', 'se', 'so', 'st', 'sup', 't', 'tc', 'te', 'th', 'the', 'this', 'ti', 'tp', 'tt', 'u', 'ue', 'ui', 'up', 'ur', 'us', 'ut', 'v', 'w', 'wi', 'will', 'y', 'you', 'your', 'z']","https://t.co/h4Cyqe97hS, https://t.co/otp4rfZ6kp","['This', '#GivingTuesday,', 'support', 'a', 'brighter', 'and', 'more', 'equitable', 'future', 'for', 'the', 'Bay', 'Area.', 'A', 'generous', 'local', 'donor', 'will', 'match', 'the', 'first', '$5,000', 'in', 'donations', 'raised,', 'so', 'your', 'impact', 'will', 'be', 'doubled!', '\n\nhttps://t.co/h4Cyqe97hS', 'https://t.co/otp4rfZ6kp', '']","['ill', 'in', 'no', 'quit', 'the']","['able', 'bright', 'da', 'donation', 'equitable', 'first', 'for', 'generous', 'giving', 'in', 'more', 'on', 'qui', 'right', 'sup', 'support', 'the', 'up', 'will', 'yo', 'you']",20.978991596638654
