,Unnamed: 0,Tweet text,time,impressions,engagements,engagement rate,retweets,replies,likes,user profile clicks,url clicks,tweet words,links,replies_sentance,Negative words,Positive words,Sentiment Score,hour,minute,day
1752,52,"Nerding out about transit = our favorite pastime🚍🚆🚲😁

So @RailVolution, @NACTO Designing Cities, and @SFTRU #TransitWeek all being this week has us like https://t.co/s9rHduK1NZ ",2019-09-10 21:59:00,573.0,9.0,0.0157068062827225,0.0,"[['@RailVolution,'], ['@NACTO'], ['@SFTRU']]",3.0,0.0,0.0,"['nerding', 'out', 'about', 'transit', 'our', 'favorite', 'pastime🚍🚆🚲😁', 'so', '@railvolution,', '@nacto', 'designing', 'cities,', 'and', '@sftru', '#transitweek', 'all', 'being', 'this', 'week', 'has', 'us', 'like', 'https://t.co/s9rhduk1nz']",https://t.co/s9rHduK1NZ,"['Nerding', 'out', 'about', 'transit', '=', 'our', 'favorite', 'pastime🚍🚆🚲😁\n\nSo', '@RailVolution,', '@NACTO', 'Designing', 'Cities,', 'and', '@SFTRU', '#TransitWeek', 'all', 'being', 'this', 'week', 'has', 'us', 'like', 'https://t.co/s9rHduK1NZ', '']","['ail', 'ding', 'in', 'rail']","['all', 'as', 'being', 'in', 'like', 'on']",0.011299435028248588,21,59,2
1753,53,"Fare policy is a equity, funding, and customer experience issue. And it's an issue everyone should all care about.

Spot on thoughts from @SPUR_Urbanist's Arielle Fleisher at the @NACTO Toronto panel on fare policy. ",2019-09-10 21:43:00,1740.0,7.0,0.0040229885057471,1.0,"[[""@SPUR_Urbanist's""], ['@NACTO']]",6.0,0.0,0.0,"['fare', 'policy', 'is', 'a', 'equity,', 'funding,', 'and', 'customer', 'experience', 'issue.', 'and', ""it's"", 'an', 'issue', 'everyone', 'should', 'all', 'care', 'about.', 'spot', 'on', 'thoughts', 'from', ""@spur_urbanist's"", 'arielle', 'fleisher', 'at', 'the', '@nacto', 'toronto', 'panel', 'on', 'fare', 'policy.']",,"['Fare', 'policy', 'is', 'a', 'equity,', 'funding,', 'and', 'customer', 'experience', 'issue.', 'And', ""it's"", 'an', 'issue', 'everyone', 'should', 'all', 'care', 'about.\n\nSpot', 'on', 'thoughts', 'from', ""@SPUR_Urbanist's"", 'Arielle', 'Fleisher', 'at', 'the', '@NACTO', 'Toronto', 'panel', 'on', 'fare', 'policy.', '']","['ding', 'in', 'issue', 'pan', 'quit', 'sue', 'the', 'ugh']","['all', 'care', 'equity', 'fare', 'fun', 'in', 'on', 'qui', 'spot', 'the', 'thoughts', 'very', 'yo']",0.023148148148148147,21,43,2
1754,54,"It’s amazing to see so many of our elected leaders supporting a regionally connected, seamless transit system!  Well done to @SFTRU for launching the 4th annual #transitweek2019 to raise awareness about supporting better transit. See you at the rider-first party on Friday! https://t.co/1LUwvGxuYR ",2019-09-10 02:54:00,986.0,19.0,0.0192697768762677,1.0,[['@SFTRU']],13.0,4.0,0.0,"['it’s', 'amazing', 'to', 'see', 'so', 'many', 'of', 'our', 'elected', 'leaders', 'supporting', 'a', 'regionally', 'connected,', 'seamless', 'transit', 'system!', 'well', 'done', 'to', '@sftru', 'for', 'launching', 'the', '4th', 'annual', '#transitweek2019', 'to', 'raise', 'awareness', 'about', 'supporting', 'better', 'transit.', 'see', 'you', 'at', 'the', 'rider-first', 'party', 'on', 'friday!', 'https://t.co/1luwvgxuyr']",https://t.co/1LUwvGxuYR,"['It’s', 'amazing', 'to', 'see', 'so', 'many', 'of', 'our', 'elected', 'leaders', 'supporting', 'a', 'regionally', 'connected,', 'seamless', 'transit', 'system!', '', 'Well', 'done', 'to', '@SFTRU', 'for', 'launching', 'the', '4th', 'annual', '#transitweek2019', 'to', 'raise', 'awareness', 'about', 'supporting', 'better', 'transit.', 'See', 'you', 'at', 'the', 'rider-first', 'party', 'on', 'Friday!', 'https://t.co/1LUwvGxuYR', '']","['in', 'the']","['all', 'amazing', 'art', 'aware', 'bet', 'better', 'connect', 'connected', 'da', 'first', 'for', 'in', 'lead', 'leader', 'many', 'of', 'on', 'party', 'seamless', 'sup', 'support', 'supporting', 'the', 'up', 'well', 'yo', 'you', 'zing']",0.087248322147651,2,54,2
1755,55,"Free next Friday &amp; enjoy hanging with other transit nerds? Join us at the 2nd annual Rider-First Awards Party, hosted by @SFTRU! We'll celebrate folks working to better serve @sfmta_muni riders, and we'll announce the @seamlessbayarea award winner! 

RSVP: https://t.co/FSGljI5Wo5 ",2019-09-07 21:10:00,874.0,11.0,0.0125858123569794,1.0,"[['@SFTRU!'], ['@sfmta_muni'], ['@seamlessbayarea']]",2.0,5.0,1.0,"['free', 'next', 'friday', '&amp;', 'enjoy', 'hanging', 'with', 'other', 'transit', 'nerds?', 'join', 'us', 'at', 'the', '2nd', 'annual', 'rider-first', 'awards', 'party,', 'hosted', 'by', '@sftru!', ""we'll"", 'celebrate', 'folks', 'working', 'to', 'better', 'serve', '@sfmta_muni', 'riders,', 'and', ""we'll"", 'announce', 'the', '@seamlessbayarea', 'award', 'winner!', 'rsvp:', 'https://t.co/fsglji5wo5']",https://t.co/FSGljI5Wo5,"['Free', 'next', 'Friday', '&amp;', 'enjoy', 'hanging', 'with', 'other', 'transit', 'nerds?', 'Join', 'us', 'at', 'the', '2nd', 'annual', 'Rider-First', 'Awards', 'Party,', 'hosted', 'by', '@SFTRU!', ""We'll"", 'celebrate', 'folks', 'working', 'to', 'better', 'serve', '@sfmta_muni', 'riders,', 'and', ""we'll"", 'announce', 'the', '@seamlessbayarea', 'award', 'winner!', '\n\nRSVP:', 'https://t.co/FSGljI5Wo5', '']","['brat', 'hang', 'in', 'no', 'the']","['art', 'award', 'bet', 'better', 'celebrate', 'da', 'enjoy', 'first', 'free', 'hang', 'host', 'in', 'joy', 'next', 'party', 'seamless', 'serve', 'the', 'win', 'winner', 'wit', 'with', 'work', 'yare']",0.06666666666666667,21,10,6
1756,56,"In celebration of #TransitWeek, we're doing a t-shirt sale! All t-shirts are 20% off through next Friday, Sep 13th. All proceeds go directly towards supporting our advocacy &amp; research.

Use promo code ""TRANSITWEEK19"" at checkout. Happy shopping! https://t.co/z3d7sHJ6SX https://t.co/C52OAZKN4T ",2019-09-06 15:01:00,1190.0,66.0,0.0554621848739495,2.0,[],7.0,0.0,12.0,"['in', 'celebration', 'of', '#transitweek,', ""we're"", 'doing', 'a', 't-shirt', 'sale!', 'all', 't-shirts', 'are', 'off', 'through', 'next', 'friday,', 'sep', '13th.', 'all', 'proceeds', 'go', 'directly', 'towards', 'supporting', 'our', 'advocacy', '&amp;', 'research.', 'use', 'promo', 'code', '""transitweek19""', 'at', 'checkout.', 'happy', 'shopping!', 'https://t.co/z3d7shj6sx', 'https://t.co/c52oazkn4t']","https://t.co/z3d7sHJ6SX, https://t.co/C52OAZKN4T","['In', 'celebration', 'of', '#TransitWeek,', ""we're"", 'doing', 'a', 't-shirt', 'sale!', 'All', 't-shirts', 'are', '20%', 'off', 'through', 'next', 'Friday,', 'Sep', '13th.', 'All', 'proceeds', 'go', 'directly', 'towards', 'supporting', 'our', 'advocacy', '&amp;', 'research.\n\nUse', 'promo', 'code', '""TRANSITWEEK19""', 'at', 'checkout.', 'Happy', 'shopping!', 'https://t.co/z3d7sHJ6SX', 'https://t.co/C52OAZKN4T', '']","['brat', 'dire', 'heck', 'in', 'ire', 'rough', 'ugh']","['all', 'celebration', 'da', 'direct', 'ear', 'go', 'happy', 'in', 'next', 'of', 'on', 'pro', 'sale', 'sup', 'support', 'supporting', 'up', 'use']",0.03691275167785235,15,1,5
1757,57,"Putting the rider first means no more punting on fare integration. Oh, and cutting the bars between @SFBART and @sfmta_muni ✂️ 

Riders deserve regional transit that works, a system w/out physical and structural barriers making it unnecessarily hard to get from point A to point B https://t.co/x8cWfseZnt ",2019-09-05 15:50:00,3309.0,39.0,0.0117860380779691,6.0,"[['@SFBART'], ['@sfmta_muni']]",28.0,3.0,0.0,"['putting', 'the', 'rider', 'first', 'means', 'no', 'more', 'punting', 'on', 'fare', 'integration.', 'oh,', 'and', 'cutting', 'the', 'bars', 'between', '@sfbart', 'and', '@sfmta_muni', 'riders', 'deserve', 'regional', 'transit', 'that', 'works,', 'a', 'system', 'w/out', 'physical', 'and', 'structural', 'barriers', 'making', 'it', 'unnecessarily', 'hard', 'to', 'get', 'from', 'point', 'a', 'to', 'point', 'b', 'https://t.co/x8cwfseznt']",https://t.co/x8cWfseZnt,"['Putting', 'the', 'rider', 'first', 'means', 'no', 'more', 'punting', 'on', 'fare', 'integration.', 'Oh,', 'and', 'cutting', 'the', 'bars', 'between', '@SFBART', 'and', '@sfmta_muni', '✂️', '\n\nRiders', 'deserve', 'regional', 'transit', 'that', 'works,', 'a', 'system', 'w/out', 'physical', 'and', 'structural', 'barriers', 'making', 'it', 'unnecessarily', 'hard', 'to', 'get', 'from', 'point', 'A', 'to', 'point', 'B', 'https://t.co/x8cWfseZnt', '']","['cutting', 'hard', 'in', 'mean', 'no', 'the']","['art', 'bet', 'fare', 'first', 'in', 'more', 'necessarily', 'on', 'serve', 'the', 'work', 'works']",0.019672131147540985,15,50,4
1758,58,"@itsLBParker @MTCBATA @ABAGSFBayArea To add to this, fare integration is being advanced by a special body called the @BayAreaClipper Executive Board, which includes GMs of ten transit agencies plus the @MTCBATA Executive Director. So advocacy requires contacting hundreds of board members across the region. ",2019-09-03 23:43:00,114.0,5.0,0.043859649122807,0.0,"[['@itsLBParker'], ['@MTCBATA'], ['@ABAGSFBayArea'], ['@BayAreaClipper'], ['@MTCBATA']]",1.0,3.0,0.0,"['@itslbparker', '@mtcbata', '@abagsfbayarea', 'to', 'add', 'to', 'this,', 'fare', 'integration', 'is', 'being', 'advanced', 'by', 'a', 'special', 'body', 'called', 'the', '@bayareaclipper', 'executive', 'board,', 'which', 'includes', 'gms', 'of', 'ten', 'transit', 'agencies', 'plus', 'the', '@mtcbata', 'executive', 'director.', 'so', 'advocacy', 'requires', 'contacting', 'hundreds', 'of', 'board', 'members', 'across', 'the', 'region.']",,"['@itsLBParker', '@MTCBATA', '@ABAGSFBayArea', 'To', 'add', 'to', 'this,', 'fare', 'integration', 'is', 'being', 'advanced', 'by', 'a', 'special', 'body', 'called', 'the', '@BayAreaClipper', 'Executive', 'Board,', 'which', 'includes', 'GMs', 'of', 'ten', 'transit', 'agencies', 'plus', 'the', '@MTCBATA', 'Executive', 'Director.', 'So', 'advocacy', 'requires', 'contacting', 'hundreds', 'of', 'board', 'members', 'across', 'the', 'region.', '']","['dire', 'in', 'ire', 'the']","['add', 'advance', 'all', 'being', 'direct', 'executive', 'fare', 'in', 'include', 'of', 'on', 'plus', 'qui', 'special', 'tact', 'the', 'yare']",0.04220779220779221,23,43,2
1759,59,"@itsLBParker Welcome to the fun world of Bay Area transit. Yes, all those boards meet - and we just included the 7 largest agencies. There are 20 others, plus 9 county-level congestion management authorities, plus @MTCBATA (the MPO), and @ABAGSFBayArea, (the COG). ",2019-09-03 23:40:00,192.0,4.0,0.0208333333333333,0.0,"[['@itsLBParker'], ['@MTCBATA'], ['@ABAGSFBayArea,']]",1.0,2.0,0.0,"['@itslbparker', 'welcome', 'to', 'the', 'fun', 'world', 'of', 'bay', 'area', 'transit.', 'yes,', 'all', 'those', 'boards', 'meet', 'and', 'we', 'just', 'included', 'the', 'largest', 'agencies.', 'there', 'are', 'others,', 'plus', 'county-level', 'congestion', 'management', 'authorities,', 'plus', '@mtcbata', '(the', 'mpo),', 'and', '@abagsfbayarea,', '(the', 'cog).']",,"['@itsLBParker', 'Welcome', 'to', 'the', 'fun', 'world', 'of', 'Bay', 'Area', 'transit.', 'Yes,', 'all', 'those', 'boards', 'meet', '-', 'and', 'we', 'just', 'included', 'the', '7', 'largest', 'agencies.', 'There', 'are', '20', 'others,', 'plus', '9', 'county-level', 'congestion', 'management', 'authorities,', 'plus', '@MTCBATA', '(the', 'MPO),', 'and', '@ABAGSFBayArea,', '(the', 'COG).', '']","['congestion', 'in', 'nag', 'the']","['all', 'fun', 'gem', 'in', 'include', 'just', 'large', 'manage', 'of', 'on', 'plus', 'the', 'welcome', 'yare', 'yes']",0.041509433962264156,23,40,2
1760,60,Help Fare Integration Advance - Right Now  https://t.co/xv0fKgATpZ ,2019-09-03 21:49:00,2995.0,98.0,0.0327212020033388,6.0,[],16.0,5.0,68.0,"['help', 'fare', 'integration', 'advance', 'right', 'now', 'https://t.co/xv0fkgatpz']",https://t.co/xv0fKgATpZ,"['Help', 'Fare', 'Integration', 'Advance', '-', 'Right', 'Now', '', 'https://t.co/xv0fKgATpZ', '']","['in', 'no']","['advance', 'fare', 'help', 'in', 'now', 'on', 'right']",0.07462686567164178,21,49,2
1761,61,"Simple explainer in fare capping: how it’s fairer, who’s doing it, and how it can increase transit ridership.  https://t.co/7LmT9EsMlT ",2019-09-02 16:08:00,1720.0,69.0,0.0401162790697674,9.0,[],12.0,0.0,44.0,"['simple', 'explainer', 'in', 'fare', 'capping:', 'how', 'it’s', 'fairer,', 'who’s', 'doing', 'it,', 'and', 'how', 'it', 'can', 'increase', 'transit', 'ridership.', 'https://t.co/7lmt9esmlt']",https://t.co/7LmT9EsMlT,"['Simple', 'explainer', 'in', 'fare', 'capping:', 'how', 'it’s', 'fairer,', 'who’s', 'doing', 'it,', 'and', 'how', 'it', 'can', 'increase', 'transit', 'ridership.', '', 'https://t.co/7LmT9EsMlT', '']","['in', 'ire', 'plain']","['as', 'can', 'ease', 'fair', 'fare', 'hip', 'how', 'in', 'increase', 'simple']",0.05185185185185184,16,8,1
1762,0,"@simtanx @jeffreytumlin It's no jab - it's true. Any conversation about governance must address funding. Now's the time we must look at both. We've never implied that you can reform governance without fixing the flawed, fragmented way we fund transit. ",2020-05-28 20:03:00,308.0,5.0,0.0162337662337662,0.0,"[['@simtanx'], ['@jeffreytumlin']]",2.0,0.0,0.0,"['@simtanx', '@jeffreytumlin', ""it's"", 'no', 'jab', ""it's"", 'true.', 'any', 'conversation', 'about', 'governance', 'must', 'address', 'funding.', ""now's"", 'the', 'time', 'we', 'must', 'look', 'at', 'both.', ""we've"", 'never', 'implied', 'that', 'you', 'can', 'reform', 'governance', 'without', 'fixing', 'the', 'flawed,', 'fragmented', 'way', 'we', 'fund', 'transit.']",,"['@simtanx', '@jeffreytumlin', ""It's"", 'no', 'jab', '-', ""it's"", 'true.', 'Any', 'conversation', 'about', 'governance', 'must', 'address', 'funding.', ""Now's"", 'the', 'time', 'we', 'must', 'look', 'at', 'both.', ""We've"", 'never', 'implied', 'that', 'you', 'can', 'reform', 'governance', 'without', 'fixing', 'the', 'flawed,', 'fragmented', 'way', 'we', 'fund', 'transit.', '']","['nan', 'ding', 'flaw', 'flawed', 'fragmented', 'in', 'lie', 'lied', 'never', 'no', 'rue', 'the']","['nan', 'add', 'can', 'conversation', 'for', 'fun', 'go', 'in', 'must', 'now', 'ok', 'on', 'over', 'reform', 'the', 'true', 'way', 'wit', 'with', 'yo', 'you', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",0.13095238095238096,20,3,4
1763,1,Leadership matters. Let's make sure the Bay Area leaders' don't follow the example of New York's and give up on transit. We must make transit safe for all. https://t.co/r57ef02OVH ,2020-05-28 17:54:00,1237.0,14.0,0.0113177041228779,2.0,[],9.0,0.0,0.0,"['leadership', 'matters.', ""let's"", 'make', 'sure', 'the', 'bay', 'area', ""leaders'"", ""don't"", 'follow', 'the', 'example', 'of', 'new', ""york's"", 'and', 'give', 'up', 'on', 'transit.', 'we', 'must', 'make', 'transit', 'safe', 'for', 'all.', 'https://t.co/r57ef02ovh']",https://t.co/r57ef02OVH,"['Leadership', 'matters.', ""Let's"", 'make', 'sure', 'the', 'Bay', 'Area', ""leaders'"", ""don't"", 'follow', 'the', 'example', 'of', 'New', ""York's"", 'and', 'give', 'up', 'on', 'transit.', 'We', 'must', 'make', 'transit', 'safe', 'for', 'all.', 'https://t.co/r57ef02OVH', '']","[""don't"", 'matte', 'the']","['all', 'for', 'give', 'hip', 'lead', 'leader', 'leadership', 'make', 'matter', 'must', 'new', 'of', 'on', 'safe', 'sure', 'the', 'up', 'yo']",0.08333333333333334,17,54,4
1764,2,"We need proactive accountability for transit safety, regionwide, to bring people back to transit. It was disappointing today that @MTCBATA punted the issue of rider safety to its task force instead taking responsibility and leading.
https://t.co/vj4I3oSTVP  @SPUR_Urbanist ",2020-05-27 18:20:00,2254.0,48.0,0.0212954747116237,3.0,"[['@MTCBATA'], ['@SPUR_Urbanist']]",7.0,2.0,12.0,"['we', 'need', 'proactive', 'accountability', 'for', 'transit', 'safety,', 'regionwide,', 'to', 'bring', 'people', 'back', 'to', 'transit.', 'it', 'was', 'disappointing', 'today', 'that', '@mtcbata', 'punted', 'the', 'issue', 'of', 'rider', 'safety', 'to', 'its', 'task', 'force', 'instead', 'taking', 'responsibility', 'and', 'leading.', 'https://t.co/vj4i3ostvp', '@spur_urbanist']","https://t.co/vj4I3oSTVP, , @SPUR_Urbanist","['We', 'need', 'proactive', 'accountability', 'for', 'transit', 'safety,', 'regionwide,', 'to', 'bring', 'people', 'back', 'to', 'transit.', 'It', 'was', 'disappointing', 'today', 'that', '@MTCBATA', 'punted', 'the', 'issue', 'of', 'rider', 'safety', 'to', 'its', 'task', 'force', 'instead', 'taking', 'responsibility', 'and', 'leading.\nhttps://t.co/vj4I3oSTVP', '', '@SPUR_Urbanist', '']","['ding', 'disappoint', 'disappointing', 'in', 'issue', 'sap', 'sue', 'the']","['active', 'as', 'back', 'da', 'for', 'force', 'in', 'lead', 'leading', 'need', 'of', 'on', 'pro', 'proactive', 'responsibility', 'safe', 'safety', 'sap', 'the', 'today', 'wide']",0.04761904761904762,18,20,3
1765,3,Seamless Bay Area's recent webinar with Asm. @DavidChiu about the future of seamless transit is now posted online! Take a peek if you weren't able to tune in live 👉 https://t.co/Uy4ZQ2m5Qj https://t.co/Wz1wyLvFzL ,2020-05-26 19:25:00,3185.0,36.0,0.0113029827315541,5.0,[['@DavidChiu']],5.0,1.0,13.0,"['seamless', 'bay', ""area's"", 'recent', 'webinar', 'with', 'asm.', '@davidchiu', 'about', 'the', 'future', 'of', 'seamless', 'transit', 'is', 'now', 'posted', 'online!', 'take', 'a', 'peek', 'if', 'you', ""weren't"", 'able', 'to', 'tune', 'in', 'live', 'https://t.co/uy4zq2m5qj', 'https://t.co/wz1wylvfzl']","https://t.co/Uy4ZQ2m5Qj, https://t.co/Wz1wyLvFzL","['Seamless', 'Bay', ""Area's"", 'recent', 'webinar', 'with', 'Asm.', '@DavidChiu', 'about', 'the', 'future', 'of', 'seamless', 'transit', 'is', 'now', 'posted', 'online!', 'Take', 'a', 'peek', 'if', 'you', ""weren't"", 'able', 'to', 'tune', 'in', 'live', '👉', 'https://t.co/Uy4ZQ2m5Qj', 'https://t.co/Wz1wyLvFzL', '']","['in', 'no', 'the']","['able', 'as', 'avid', 'da', 'in', 'live', 'now', 'of', 'on', 'seamless', 'take', 'the', 'tune', 'wit', 'with', 'yo', 'you']",0.06572769953051644,19,25,2
1766,4,cc @MTCBATA's Blue Ribbon Transit Recovery Task Force ,2020-05-22 17:56:00,607.0,2.0,0.0032948929159802,0.0,"[[""@MTCBATA's""]]",0.0,0.0,0.0,"['cc', ""@mtcbata's"", 'blue', 'ribbon', 'transit', 'recovery', 'task', 'force']",,"['cc', ""@MTCBATA's"", 'Blue', 'Ribbon', 'Transit', 'Recovery', 'Task', 'Force', '']",[],"['as', 'for', 'force', 'on', 'over', 'recover', 'recovery', 'very']",0.14814814814814814,17,56,5
1767,5,"+1 to its recommendations on how to fix this problem permanently including: 

(1) Revenue sharing across regional boundaries to neutralize subregional competition 

(2) Mandated - not merely voluntary - coordination 

(3) Organizational capacity &amp; authority, including fixing MPOs ",2020-05-22 17:56:00,658.0,7.0,0.0106382978723404,0.0,[],1.0,0.0,0.0,"['to', 'its', 'recommendations', 'on', 'how', 'to', 'fix', 'this', 'problem', 'permanently', 'including:', 'revenue', 'sharing', 'across', 'regional', 'boundaries', 'to', 'neutralize', 'subregional', 'competition', 'mandated', 'not', 'merely', 'voluntary', 'coordination', 'organizational', 'capacity', '&amp;', 'authority,', 'including', 'fixing', 'mpos']",,"['+1', 'to', 'its', 'recommendations', 'on', 'how', 'to', 'fix', 'this', 'problem', 'permanently', 'including:', '\n\n(1)', 'Revenue', 'sharing', 'across', 'regional', 'boundaries', 'to', 'neutralize', 'subregional', 'competition', '\n\n(2)', 'Mandated', '-', 'not', 'merely', 'voluntary', '-', 'coordination', '\n\n(3)', 'Organizational', 'capacity', '&amp;', 'authority,', 'including', 'fixing', 'MPOs', '']","['ding', 'in', 'no', 'not', 'problem']","['commend', 'da', 'even', 'how', 'in', 'neutral', 'on', 'organizational', 'permanent', 'pro', 'recommend', 'recommendation', 'recommendations']",0.028070175438596495,17,56,5
1768,6,"""As local municipalities and states begin the long process of recovery, the continued failure to address fractured governance within regions and megaregions will weaken our capacity to address problems at the scale required and exacerbate intra- and interregional inequality."" ",2020-05-22 17:56:00,297.0,3.0,0.0101010101010101,0.0,[],0.0,1.0,0.0,"['""as', 'local', 'municipalities', 'and', 'states', 'begin', 'the', 'long', 'process', 'of', 'recovery,', 'the', 'continued', 'failure', 'to', 'address', 'fractured', 'governance', 'within', 'regions', 'and', 'megaregions', 'will', 'weaken', 'our', 'capacity', 'to', 'address', 'problems', 'at', 'the', 'scale', 'required', 'and', 'exacerbate', 'intra-', 'and', 'interregional', 'inequality.""']",,"['""As', 'local', 'municipalities', 'and', 'states', 'begin', 'the', 'long', 'process', 'of', 'recovery,', 'the', 'continued', 'failure', 'to', 'address', 'fractured', 'governance', 'within', 'regions', 'and', 'megaregions', 'will', 'weaken', 'our', 'capacity', 'to', 'address', 'problems', 'at', 'the', 'scale', 'required', 'and', 'exacerbate', 'intra-', 'and', 'interregional', 'inequality.""', '']","['nan', 'acerbate', 'ail', 'beg', 'err', 'exacerbate', 'fail', 'failure', 'fracture', 'ill', 'in', 'inequality', 'ire', 'lure', 'problem', 'problems', 'the', 'weak', 'weaken']","['nan', 'ace', 'add', 'as', 'begin', 'equal', 'equality', 'go', 'in', 'of', 'on', 'over', 'pal', 'pro', 'process', 'quality', 'qui', 'recover', 'recovery', 'state', 'the', 'very', 'will', 'wit', 'with', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",0.10830324909747291,17,56,5
1769,7,"""A pandemic knows no borders, but at every turn our policies are confined by them."" Excellent @BrookingsInst explainer on how fragmented governance inhibits our ability to recover - with the SF Bay Area as the poster child - and steps to fixing that.   
https://t.co/28aL9PLDaJ ",2020-05-22 17:56:00,1005.0,31.0,0.0308457711442786,1.0,[['@BrookingsInst']],2.0,0.0,13.0,"['""a', 'pandemic', 'knows', 'no', 'borders,', 'but', 'at', 'every', 'turn', 'our', 'policies', 'are', 'confined', 'by', 'them.""', 'excellent', '@brookingsinst', 'explainer', 'on', 'how', 'fragmented', 'governance', 'inhibits', 'our', 'ability', 'to', 'recover', 'with', 'the', 'sf', 'bay', 'area', 'as', 'the', 'poster', 'child', 'and', 'steps', 'to', 'fixing', 'that.', 'https://t.co/28al9pldaj']",https://t.co/28aL9PLDaJ,"['""A', 'pandemic', 'knows', 'no', 'borders,', 'but', 'at', 'every', 'turn', 'our', 'policies', 'are', 'confined', 'by', 'them.""', 'Excellent', '@BrookingsInst', 'explainer', 'on', 'how', 'fragmented', 'governance', 'inhibits', 'our', 'ability', 'to', 'recover', '-', 'with', 'the', 'SF', 'Bay', 'Area', 'as', 'the', 'poster', 'child', '-', 'and', 'steps', 'to', 'fixing', 'that.', '', '', '\nhttps://t.co/28aL9PLDaJ', '']","['nan', 'confined', 'fragmented', 'in', 'inhibit', 'no', 'pan', 'plain', 'sin', 'the']","['nan', 'as', 'child', 'da', 'excel', 'excellent', 'fine', 'go', 'how', 'in', 'now', 'ok', 'on', 'over', 'recover', 'the', 'very', 'wit', 'with', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",0.11870503597122303,17,56,5
1770,8,"(2) do more to ensure transit is safe for riders + workers. ""In regions w/ many transit agencies, the state should ensure PPE guidelines are made consistent
regionally by an MPO / major agency to ensure practices do not differ; to better protect riders who use multiple systems. ",2020-05-20 18:09:00,877.0,5.0,0.0057012542759407,1.0,[],4.0,0.0,0.0,"['do', 'more', 'to', 'ensure', 'transit', 'is', 'safe', 'for', 'riders', 'workers.', '""in', 'regions', 'w/', 'many', 'transit', 'agencies,', 'the', 'state', 'should', 'ensure', 'ppe', 'guidelines', 'are', 'made', 'consistent', 'regionally', 'by', 'an', 'mpo', 'major', 'agency', 'to', 'ensure', 'practices', 'do', 'not', 'differ;', 'to', 'better', 'protect', 'riders', 'who', 'use', 'multiple', 'systems.']",,"['(2)', 'do', 'more', 'to', 'ensure', 'transit', 'is', 'safe', 'for', 'riders', '+', 'workers.', '""In', 'regions', 'w/', 'many', 'transit', 'agencies,', 'the', 'state', 'should', 'ensure', 'PPE', 'guidelines', 'are', 'made', 'consistent\nregionally', 'by', 'an', 'MPO', '/', 'major', 'agency', 'to', 'ensure', 'practices', 'do', 'not', 'differ;', 'to', 'better', 'protect', 'riders', 'who', 'use', 'multiple', 'systems.', '']","['cons', 'in', 'mad', 'no', 'not', 'rot', 'the']","['all', 'bet', 'better', 'consist', 'consistent', 'ensure', 'for', 'guide', 'in', 'made', 'major', 'many', 'more', 'on', 'practice', 'pro', 'protect', 'safe', 'state', 'sure', 'the', 'use', 'work']",0.05734767025089606,18,9,3
1771,9,"Alongside 20+ other groups, we signed @climateplan's letter to state legislators calling to (1) reprogram existing state transportation funds to transit &amp; active transportation projects; and https://t.co/aMxxwdbIVf ",2020-05-20 18:09:00,1154.0,47.0,0.0407279029462738,2.0,"[[""@climateplan's""]]",6.0,2.0,0.0,"['alongside', 'other', 'groups,', 'we', 'signed', ""@climateplan's"", 'letter', 'to', 'state', 'legislators', 'calling', 'to', 'reprogram', 'existing', 'state', 'transportation', 'funds', 'to', 'transit', '&amp;', 'active', 'transportation', 'projects;', 'and', 'https://t.co/amxxwdbivf']",https://t.co/aMxxwdbIVf,"['Alongside', '20+', 'other', 'groups,', 'we', 'signed', ""@climateplan's"", 'letter', 'to', 'state', 'legislators', 'calling', 'to', '(1)', 'reprogram', 'existing', 'state', 'transportation', 'funds', 'to', 'transit', '&amp;', 'active', 'transportation', 'projects;', 'and', 'https://t.co/aMxxwdbIVf', '']","['in', 'sting', 'the']","['active', 'all', 'fun', 'in', 'mate', 'on', 'pro', 'sport', 'state', 'the', 'up']",0.0365296803652968,18,9,3
