,Unnamed: 0,Tweet text,time,impressions,engagements,engagement rate,retweets,replies,likes,user profile clicks,url clicks,tweet words,links,replies_sentance,Negative words,Positive words,Sentiment Score,hour,minute,day
546,8,"As Director Rebecca Saltzman explained, ""There’s been a lot of work over the past several years to improve connectivity and to make transit more seamless in the Bay Area … and we still have a lot more work to do.” https://t.co/IBbybW73xJ ",2020-11-22 20:49:00,3720.0,104.0,0.0279569892473118,1.0,[],7.0,4.0,0.0,"['as', 'director', 'rebecca', 'saltzman', 'explained,', '""there’s', 'been', 'a', 'lot', 'of', 'work', 'over', 'the', 'past', 'several', 'years', 'to', 'improve', 'connectivity', 'and', 'to', 'make', 'transit', 'more', 'seamless', 'in', 'the', 'bay', 'area', 'and', 'we', 'still', 'have', 'a', 'lot', 'more', 'work', 'to', 'do.”', 'https://t.co/ibbybw73xj']",https://t.co/IBbybW73xJ,"['As', 'Director', 'Rebecca', 'Saltzman', 'explained,', '""There’s', 'been', 'a', 'lot', 'of', 'work', 'over', 'the', 'past', 'several', 'years', 'to', 'improve', 'connectivity', 'and', 'to', 'make', 'transit', 'more', 'seamless', 'in', 'the', 'Bay', 'Area', '…', 'and', 'we', 'still', 'have', 'a', 'lot', 'more', 'work', 'to', 'do.”', 'https://t.co/IBbybW73xJ', '']","['dire', 'ill', 'in', 'ire', 'plain', 'sever', 'the']","['as', 'connect', 'direct', 'ear', 'have', 'improve', 'in', 'make', 'more', 'of', 'on', 'over', 'pro', 'seamless', 'still', 'the', 'work', 'yea']",0.04621848739495798,20,49,7
547,9,"On Thursday, @SFBART became the first Bay Area transit agency to endorse the Seamless Transit Principles 👏👏

The agency joins a growing coalition of municipal, nonprofit &amp; business supporters committed to better transit connectivity in the Bay Area: https://t.co/NUZ1tGKjuW ",2020-11-22 20:49:00,3040.0,102.0,0.0335526315789473,5.0,[['@SFBART']],38.0,4.0,18.0,"['on', 'thursday,', '@sfbart', 'became', 'the', 'first', 'bay', 'area', 'transit', 'agency', 'to', 'endorse', 'the', 'seamless', 'transit', 'principles', 'the', 'agency', 'joins', 'a', 'growing', 'coalition', 'of', 'municipal,', 'nonprofit', '&amp;', 'business', 'supporters', 'committed', 'to', 'better', 'transit', 'connectivity', 'in', 'the', 'bay', 'area:', 'https://t.co/nuz1tgkjuw']",https://t.co/NUZ1tGKjuW,"['On', 'Thursday,', '@SFBART', 'became', 'the', 'first', 'Bay', 'Area', 'transit', 'agency', 'to', 'endorse', 'the', 'Seamless', 'Transit', 'Principles', '👏👏\n\nThe', 'agency', 'joins', 'a', 'growing', 'coalition', 'of', 'municipal,', 'nonprofit', '&amp;', 'business', 'supporters', 'committed', 'to', 'better', 'transit', 'connectivity', 'in', 'the', 'Bay', 'Area:', 'https://t.co/NUZ1tGKjuW', '']","['in', 'no', 'sin', 'the']","['art', 'bet', 'better', 'committed', 'connect', 'da', 'endorse', 'first', 'fit', 'grow', 'growing', 'in', 'non', 'of', 'on', 'pal', 'principle', 'pro', 'profit', 'seamless', 'sup', 'support', 'supporter', 'the', 'up', 'win']",0.07913669064748202,20,49,7
548,10,👇👇👇 https://t.co/cORfD0SZcY ,2020-11-20 22:34:00,973.0,6.0,0.0061664953751284,1.0,[],1.0,1.0,0.0,['https://t.co/corfd0szcy'],https://t.co/cORfD0SZcY,"['👇👇👇', 'https://t.co/cORfD0SZcY', '']",[],[],0.0,22,34,5
549,11,"Thanks to a generous Seamless supporter, all donations to Seamless Bay Area's fall fundraising campaign will be MATCHED between now and Dec. 4 🎉

Don't miss this chance to double your impact AND get our exclusive transit swag: https://t.co/NryaLP8qry https://t.co/uSlgtjAHav ",2020-11-20 20:02:00,2150.0,31.0,0.0144186046511627,4.0,[],3.0,2.0,2.0,"['thanks', 'to', 'a', 'generous', 'seamless', 'supporter,', 'all', 'donations', 'to', 'seamless', 'bay', ""area's"", 'fall', 'fundraising', 'campaign', 'will', 'be', 'matched', 'between', 'now', 'and', 'dec.', ""don't"", 'miss', 'this', 'chance', 'to', 'double', 'your', 'impact', 'and', 'get', 'our', 'exclusive', 'transit', 'swag:', 'https://t.co/nryalp8qry', 'https://t.co/uslgtjahav']","https://t.co/NryaLP8qry, https://t.co/uSlgtjAHav","['Thanks', 'to', 'a', 'generous', 'Seamless', 'supporter,', 'all', 'donations', 'to', 'Seamless', 'Bay', ""Area's"", 'fall', 'fundraising', 'campaign', 'will', 'be', 'MATCHED', 'between', 'now', 'and', 'Dec.', '4', ""🎉\n\nDon't"", 'miss', 'this', 'chance', 'to', 'double', 'your', 'impact', 'AND', 'get', 'our', 'exclusive', 'transit', 'swag:', 'https://t.co/NryaLP8qry', 'https://t.co/uSlgtjAHav', '']","[""don't"", 'fall', 'ill', 'in', 'miss', 'no', 'sin']","['all', 'bet', 'campaign', 'chance', 'donation', 'exclusive', 'fun', 'generous', 'in', 'miss', 'now', 'on', 'seamless', 'sup', 'support', 'supporter', 'swag', 'thank', 'thanks', 'up', 'wag', 'will', 'yo', 'you']",0.06181818181818183,20,2,5
550,12,"We're pleased that MTC is changing its original telecommute proposal to provide more flexibility for workers to use transit, walk, and bike to work, in addition to teleworking. Thanks to everyone who took the time to weigh in. https://t.co/olfXInxX4m ",2020-11-20 19:55:00,838.0,16.0,0.0190930787589498,0.0,[],7.0,1.0,8.0,"[""we're"", 'pleased', 'that', 'mtc', 'is', 'changing', 'its', 'original', 'telecommute', 'proposal', 'to', 'provide', 'more', 'flexibility', 'for', 'workers', 'to', 'use', 'transit,', 'walk,', 'and', 'bike', 'to', 'work,', 'in', 'addition', 'to', 'teleworking.', 'thanks', 'to', 'everyone', 'who', 'took', 'the', 'time', 'to', 'weigh', 'in.', 'https://t.co/olfxinxx4m']",https://t.co/olfXInxX4m,"[""We're"", 'pleased', 'that', 'MTC', 'is', 'changing', 'its', 'original', 'telecommute', 'proposal', 'to', 'provide', 'more', 'flexibility', 'for', 'workers', 'to', 'use', 'transit,', 'walk,', 'and', 'bike', 'to', 'work,', 'in', 'addition', 'to', 'teleworking.', 'Thanks', 'to', 'everyone', 'who', 'took', 'the', 'time', 'to', 'weigh', 'in.', 'https://t.co/olfXInxX4m', '']","['hang', 'in', 'plea', 'pleas', 'the']","['add', 'addition', 'as', 'ease', 'eased', 'flexibility', 'for', 'hang', 'in', 'more', 'ok', 'on', 'original', 'plea', 'please', 'pleased', 'pro', 'thank', 'thanks', 'the', 'use', 'very', 'work', 'yo']",0.07569721115537849,19,55,5
551,13,"If you want to build on this momentum toward a seamless transit system in 2021, please consider making a donation!

Thanks to a generous supporter, all donations to Seamless Bay Area will be MATCHED if you give between now and Dec. 4: https://t.co/yhTRAyrLhQ ",2020-11-19 23:28:00,805.0,2.0,0.0024844720496894,0.0,[],1.0,0.0,0.0,"['if', 'you', 'want', 'to', 'build', 'on', 'this', 'momentum', 'toward', 'a', 'seamless', 'transit', 'system', 'in', 'please', 'consider', 'making', 'a', 'donation!', 'thanks', 'to', 'a', 'generous', 'supporter,', 'all', 'donations', 'to', 'seamless', 'bay', 'area', 'will', 'be', 'matched', 'if', 'you', 'give', 'between', 'now', 'and', 'dec.', 'https://t.co/yhtrayrlhq']",https://t.co/yhTRAyrLhQ,"['If', 'you', 'want', 'to', 'build', 'on', 'this', 'momentum', 'toward', 'a', 'seamless', 'transit', 'system', 'in', '2021,', 'please', 'consider', 'making', 'a', 'donation!\n\nThanks', 'to', 'a', 'generous', 'supporter,', 'all', 'donations', 'to', 'Seamless', 'Bay', 'Area', 'will', 'be', 'MATCHED', 'if', 'you', 'give', 'between', 'now', 'and', 'Dec.', '4:', 'https://t.co/yhTRAyrLhQ', '']","['cons', 'ill', 'in', 'no', 'plea', 'pleas']","['all', 'as', 'bet', 'build', 'consider', 'donation', 'ease', 'generous', 'give', 'in', 'now', 'on', 'plea', 'please', 'seamless', 'sup', 'support', 'supporter', 'thank', 'thanks', 'up', 'want', 'will', 'yo', 'you']",0.07335907335907337,23,28,4
552,14,"📢 BIG NEWS 📢

Thanks to the generosity of an individual donor, all donations to Seamless Bay Area between now and Dec. 4 will be MATCHED, up to $5,000! 🎁

Make a contribution today and double your impact! https://t.co/NryaLP8qry https://t.co/CSTrFj7RR6 ",2020-11-19 22:57:00,863.0,11.0,0.0127462340672074,1.0,[],4.0,0.0,1.0,"['big', 'news', 'thanks', 'to', 'the', 'generosity', 'of', 'an', 'individual', 'donor,', 'all', 'donations', 'to', 'seamless', 'bay', 'area', 'between', 'now', 'and', 'dec.', 'will', 'be', 'matched,', 'up', 'to', 'make', 'a', 'contribution', 'today', 'and', 'double', 'your', 'impact!', 'https://t.co/nryalp8qry', 'https://t.co/cstrfj7rr6']","https://t.co/NryaLP8qry, https://t.co/CSTrFj7RR6","['📢', 'BIG', 'NEWS', '📢\n\nThanks', 'to', 'the', 'generosity', 'of', 'an', 'individual', 'donor,', 'all', 'donations', 'to', 'Seamless', 'Bay', 'Area', 'between', 'now', 'and', 'Dec.', '4', 'will', 'be', 'MATCHED,', 'up', 'to', '$5,000!', '🎁\n\nMake', 'a', 'contribution', 'today', 'and', 'double', 'your', 'impact!', 'https://t.co/NryaLP8qry', 'https://t.co/CSTrFj7RR6', '']","['ill', 'in', 'no', 'the']","['all', 'bet', 'big', 'contribution', 'da', 'donation', 'generosity', 'in', 'individual', 'make', 'new', 'now', 'of', 'on', 'seamless', 'thank', 'thanks', 'the', 'today', 'up', 'will', 'yo', 'you']",0.07509881422924902,22,57,4
553,15,"Thank you to @RebeccaForBART @lateefahsimon @JaniceForBART &amp; the entire BART Board for unanimously endorsing the Seamless Transit Principles 👏 We look forward to continuing to work with transit leaders across our region to build an integrated, rider-friendly system for all. https://t.co/HbO2lGwbRF ",2020-11-19 22:00:00,3603.0,39.0,0.0108243130724396,6.0,"[['@RebeccaForBART'], ['@lateefahsimon'], ['@JaniceForBART']]",18.0,1.0,0.0,"['thank', 'you', 'to', '@rebeccaforbart', '@lateefahsimon', '@janiceforbart', '&amp;', 'the', 'entire', 'bart', 'board', 'for', 'unanimously', 'endorsing', 'the', 'seamless', 'transit', 'principles', 'we', 'look', 'forward', 'to', 'continuing', 'to', 'work', 'with', 'transit', 'leaders', 'across', 'our', 'region', 'to', 'build', 'an', 'integrated,', 'rider-friendly', 'system', 'for', 'all.', 'https://t.co/hbo2lgwbrf']",https://t.co/HbO2lGwbRF,"['Thank', 'you', 'to', '@RebeccaForBART', '@lateefahsimon', '@JaniceForBART', '&amp;', 'the', 'entire', 'BART', 'Board', 'for', 'unanimously', 'endorsing', 'the', 'Seamless', 'Transit', 'Principles', '👏', 'We', 'look', 'forward', 'to', 'continuing', 'to', 'work', 'with', 'transit', 'leaders', 'across', 'our', 'region', 'to', 'build', 'an', 'integrated,', 'rider-friendly', 'system', 'for', 'all.', 'https://t.co/HbO2lGwbRF', '']","['nan', 'grate', 'in', 'ire', 'sin', 'sly', 'the']","['nan', 'all', 'art', 'build', 'entire', 'for', 'forward', 'friend', 'friendly', 'in', 'integrate', 'integrated', 'lead', 'leader', 'nice', 'ok', 'on', 'principle', 'seamless', 'thank', 'the', 'unanimous', 'wit', 'with', 'work', 'yo', 'you', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",0.14521452145214522,22,0,4
554,16,"A vote by the BART Board to endorse our Seamless Transit Principles would be a major victory for integrated transit in our region. 

Let us know if you'd like to make a comment in support of  transit connectivity at tomorrow's Board meeting! 🗣️ https://t.co/6QCmBIShXO ",2020-11-18 23:23:00,2866.0,31.0,0.0108164689462665,6.0,[],14.0,0.0,0.0,"['a', 'vote', 'by', 'the', 'bart', 'board', 'to', 'endorse', 'our', 'seamless', 'transit', 'principles', 'would', 'be', 'a', 'major', 'victory', 'for', 'integrated', 'transit', 'in', 'our', 'region.', 'let', 'us', 'know', 'if', ""you'd"", 'like', 'to', 'make', 'a', 'comment', 'in', 'support', 'of', 'transit', 'connectivity', 'at', ""tomorrow's"", 'board', 'meeting!', 'https://t.co/6qcmbishxo']",https://t.co/6QCmBIShXO,"['A', 'vote', 'by', 'the', 'BART', 'Board', 'to', 'endorse', 'our', 'Seamless', 'Transit', 'Principles', 'would', 'be', 'a', 'major', 'victory', 'for', 'integrated', 'transit', 'in', 'our', 'region.', '\n\nLet', 'us', 'know', 'if', ""you'd"", 'like', 'to', 'make', 'a', 'comment', 'in', 'support', 'of', '', 'transit', 'connectivity', 'at', ""tomorrow's"", 'Board', 'meeting!', '🗣️', 'https://t.co/6QCmBIShXO', '']","['grate', 'in', 'no', 'the']","['art', 'connect', 'endorse', 'for', 'in', 'integrate', 'integrated', 'like', 'major', 'make', 'now', 'of', 'on', 'principle', 'seamless', 'sup', 'support', 'the', 'up', 'victor', 'victory', 'would', 'yo', 'you']",0.07434944237918215,23,23,3
555,17,"If your organization hasn't signed the Principles yet, it's a great and easy way to show your support for an integrated, rider-friendly Bay Area transit network. 

Learn more here: https://t.co/SzV5FHpksz ",2020-11-17 23:32:00,757.0,5.0,0.0066050198150594,0.0,[],2.0,0.0,3.0,"['if', 'your', 'organization', ""hasn't"", 'signed', 'the', 'principles', 'yet,', ""it's"", 'a', 'great', 'and', 'easy', 'way', 'to', 'show', 'your', 'support', 'for', 'an', 'integrated,', 'rider-friendly', 'bay', 'area', 'transit', 'network.', 'learn', 'more', 'here:', 'https://t.co/szv5fhpksz']",https://t.co/SzV5FHpksz,"['If', 'your', 'organization', ""hasn't"", 'signed', 'the', 'Principles', 'yet,', ""it's"", 'a', 'great', 'and', 'easy', 'way', 'to', 'show', 'your', 'support', 'for', 'an', 'integrated,', 'rider-friendly', 'Bay', 'Area', 'transit', 'network.', '\n\nLearn', 'more', 'here:', 'https://t.co/SzV5FHpksz', '']","['grate', 'in', 'the']","['as', 'ear', 'earn', 'easy', 'for', 'friend', 'friendly', 'great', 'how', 'in', 'integrate', 'integrated', 'learn', 'more', 'on', 'principle', 'show', 'sup', 'support', 'the', 'up', 'way', 'work', 'yo', 'you']",0.1073170731707317,23,32,2
556,18,"We're thrilled that the BART Board is discussing the Seamless Transit Principles on Thursday.

Have a personal story about how greater connectivity between BART &amp; other transit providers would improve your life? We encourage you to call in to the meeting: https://t.co/Ltgr7Xfz9e https://t.co/K8kwnpsrLr ",2020-11-17 23:30:00,7079.0,94.0,0.013278711682441,8.0,[],27.0,4.0,4.0,"[""we're"", 'thrilled', 'that', 'the', 'bart', 'board', 'is', 'discussing', 'the', 'seamless', 'transit', 'principles', 'on', 'thursday.', 'have', 'a', 'personal', 'story', 'about', 'how', 'greater', 'connectivity', 'between', 'bart', '&amp;', 'other', 'transit', 'providers', 'would', 'improve', 'your', 'life?', 'we', 'encourage', 'you', 'to', 'call', 'in', 'to', 'the', 'meeting:', 'https://t.co/ltgr7xfz9e', 'https://t.co/k8kwnpsrlr']","https://t.co/Ltgr7Xfz9e, https://t.co/K8kwnpsrLr","[""We're"", 'thrilled', 'that', 'the', 'BART', 'Board', 'is', 'discussing', 'the', 'Seamless', 'Transit', 'Principles', 'on', 'Thursday.\n\nHave', 'a', 'personal', 'story', 'about', 'how', 'greater', 'connectivity', 'between', 'BART', '&amp;', 'other', 'transit', 'providers', 'would', 'improve', 'your', 'life?', 'We', 'encourage', 'you', 'to', 'call', 'in', 'to', 'the', 'meeting:', 'https://t.co/Ltgr7Xfz9e', 'https://t.co/K8kwnpsrLr', '']","['cuss', 'ill', 'in', 'rage', 'sin', 'the']","['all', 'art', 'bet', 'connect', 'courage', 'da', 'encourage', 'great', 'have', 'how', 'improve', 'in', 'life', 'on', 'principle', 'pro', 'provider', 'seamless', 'the', 'thrill', 'thrilled', 'would', 'yo', 'you']",0.05844155844155844,23,30,2
557,19,"Finally, thanks to our fellow task force members and partners @SPUR_Urbanist @TransForm_Alert @Urban_Habitat @BayAreaCouncil @SVLeadershipGrp @DavidChiu + others for sustained support and partnership on this shared project of a rider-first, unified Bay Area transit system.🚀 ",2020-11-17 13:40:00,493.0,11.0,0.0223123732251521,0.0,"[['@SPUR_Urbanist'], ['@TransForm_Alert'], ['@Urban_Habitat'], ['@BayAreaCouncil'], ['@SVLeadershipGrp'], ['@DavidChiu']]",6.0,1.0,0.0,"['finally,', 'thanks', 'to', 'our', 'fellow', 'task', 'force', 'members', 'and', 'partners', '@spur_urbanist', '@transform_alert', '@urban_habitat', '@bayareacouncil', '@svleadershipgrp', '@davidchiu', 'others', 'for', 'sustained', 'support', 'and', 'partnership', 'on', 'this', 'shared', 'project', 'of', 'a', 'rider-first,', 'unified', 'bay', 'area', 'transit', 'system.🚀']",,"['Finally,', 'thanks', 'to', 'our', 'fellow', 'task', 'force', 'members', 'and', 'partners', '@SPUR_Urbanist', '@TransForm_Alert', '@Urban_Habitat', '@BayAreaCouncil', '@SVLeadershipGrp', '@DavidChiu', '+', 'others', 'for', 'sustained', 'support', 'and', 'partnership', 'on', 'this', 'shared', 'project', 'of', 'a', 'rider-first,', 'unified', 'Bay', 'Area', 'transit', 'system.🚀', '']","['fell', 'in', 'stain', 'the']","['alert', 'all', 'art', 'as', 'avid', 'da', 'first', 'for', 'force', 'hare', 'hip', 'in', 'lead', 'leader', 'leadership', 'of', 'on', 'partner', 'partnership', 'pro', 'share', 'sup', 'support', 'sustain', 'sustained', 'thank', 'thanks', 'the', 'transform', 'unified', 'up', 'yare']",0.10181818181818182,13,40,2
558,20,Thanks to our Transit Agency general managers and staff for your willingness to collaborate on these difficult topics via the task force over the coming months while you deal with the enormous challenges of operating transit during a pandemic. 🙏 ,2020-11-17 13:40:00,470.0,2.0,0.0042553191489361,0.0,[],1.0,0.0,0.0,"['thanks', 'to', 'our', 'transit', 'agency', 'general', 'managers', 'and', 'staff', 'for', 'your', 'willingness', 'to', 'collaborate', 'on', 'these', 'difficult', 'topics', 'via', 'the', 'task', 'force', 'over', 'the', 'coming', 'months', 'while', 'you', 'deal', 'with', 'the', 'enormous', 'challenges', 'of', 'operating', 'transit', 'during', 'a', 'pandemic.']",,"['Thanks', 'to', 'our', 'Transit', 'Agency', 'general', 'managers', 'and', 'staff', 'for', 'your', 'willingness', 'to', 'collaborate', 'on', 'these', 'difficult', 'topics', 'via', 'the', 'task', 'force', 'over', 'the', 'coming', 'months', 'while', 'you', 'deal', 'with', 'the', 'enormous', 'challenges', 'of', 'operating', 'transit', 'during', 'a', 'pandemic.', '🙏', '']","['difficult', 'ill', 'in', 'nag', 'no', 'pan', 'the']","['all', 'as', 'enormous', 'for', 'force', 'hall', 'in', 'manage', 'of', 'on', 'ora', 'over', 'thank', 'thanks', 'the', 'top', 'will', 'willing', 'willingness', 'wit', 'with', 'yo', 'you']",0.06504065040650406,13,40,2
559,21,"...serving all Bay Area populations, resulting in increased transit ridership and reduced growth in vehicle miles traveled.""  

We are thrilled agencies, elected leaders, &amp; @MTCBATA will be working together on network management + governance reforms to achieve a seamless system! ",2020-11-17 13:40:00,342.0,4.0,0.0116959064327485,1.0,[['@MTCBATA']],1.0,0.0,0.0,"['...serving', 'all', 'bay', 'area', 'populations,', 'resulting', 'in', 'increased', 'transit', 'ridership', 'and', 'reduced', 'growth', 'in', 'vehicle', 'miles', 'traveled.""', 'we', 'are', 'thrilled', 'agencies,', 'elected', 'leaders,', '&amp;', '@mtcbata', 'will', 'be', 'working', 'together', 'on', 'network', 'management', 'governance', 'reforms', 'to', 'achieve', 'a', 'seamless', 'system!']",,"['...serving', 'all', 'Bay', 'Area', 'populations,', 'resulting', 'in', 'increased', 'transit', 'ridership', 'and', 'reduced', 'growth', 'in', 'vehicle', 'miles', 'traveled.""', '', '\n\nWe', 'are', 'thrilled', 'agencies,', 'elected', 'leaders,', '&amp;', '@MTCBATA', 'will', 'be', 'working', 'together', 'on', 'network', 'management', '+', 'governance', 'reforms', 'to', 'achieve', 'a', 'seamless', 'system!', '']","['nan', 'ill', 'in', 'nag', 'the']","['nan', 'achieve', 'all', 'as', 'ease', 'eased', 'educe', 'for', 'gem', 'go', 'grow', 'growth', 'hip', 'in', 'increase', 'lead', 'leader', 'manage', 'on', 'over', 'reform', 'reforms', 'result', 'seamless', 'the', 'thrill', 'thrilled', 'together', 'will', 'work', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",0.17253521126760563,13,40,2
560,22,"The purpose approved is to ""Design, adequately invest in and effectively manage a public transit network that is equitable, inclusive, appropriately frequent, accessible affordable, reliable, &amp; integrated with unified service, fares, schedules, customer information + identity... ",2020-11-17 13:40:00,189.0,3.0,0.0158730158730158,0.0,[],2.0,0.0,0.0,"['the', 'purpose', 'approved', 'is', 'to', '""design,', 'adequately', 'invest', 'in', 'and', 'effectively', 'manage', 'a', 'public', 'transit', 'network', 'that', 'is', 'equitable,', 'inclusive,', 'appropriately', 'frequent,', 'accessible', 'affordable,', 'reliable,', '&amp;', 'integrated', 'with', 'unified', 'service,', 'fares,', 'schedules,', 'customer', 'information', 'identity...']",,"['The', 'purpose', 'approved', 'is', 'to', '""Design,', 'adequately', 'invest', 'in', 'and', 'effectively', 'manage', 'a', 'public', 'transit', 'network', 'that', 'is', 'equitable,', 'inclusive,', 'appropriately', 'frequent,', 'accessible', 'affordable,', 'reliable,', '&amp;', 'integrated', 'with', 'unified', 'service,', 'fares,', 'schedules,', 'customer', 'information', '+', 'identity...', '']","['dent', 'grate', 'in', 'liable', 'nag', 'quit', 'the', 'vice']","['able', 'approve', 'da', 'effective', 'effectively', 'equitable', 'fare', 'for', 'in', 'inclusive', 'inform', 'integrate', 'integrated', 'invest', 'manage', 'on', 'pro', 'purpose', 'quat', 'qui', 'reliable', 'service', 'the', 'unified', 'vest', 'wit', 'with', 'work']",0.0704225352112676,13,40,2
561,23,"Yesterday's Blue Ribbon Transit Recovery Task Force was a major milestone for seamless transit: approval of the Purpose, Goals + Objectives of the Transformation Action Plan to be developed over the next 9m, with a key goal to identify network management &amp; governance reforms!🥳 https://t.co/Wrjbd3y90D ",2020-11-17 13:40:00,2360.0,107.0,0.0453389830508474,4.0,[],7.0,12.0,2.0,"[""yesterday's"", 'blue', 'ribbon', 'transit', 'recovery', 'task', 'force', 'was', 'a', 'major', 'milestone', 'for', 'seamless', 'transit:', 'approval', 'of', 'the', 'purpose,', 'goals', 'objectives', 'of', 'the', 'transformation', 'action', 'plan', 'to', 'be', 'developed', 'over', 'the', 'next', '9m,', 'with', 'a', 'key', 'goal', 'to', 'identify', 'network', 'management', '&amp;', 'governance', 'reforms!🥳', 'https://t.co/wrjbd3y90d']",https://t.co/Wrjbd3y90D,"[""Yesterday's"", 'Blue', 'Ribbon', 'Transit', 'Recovery', 'Task', 'Force', 'was', 'a', 'major', 'milestone', 'for', 'seamless', 'transit:', 'approval', 'of', 'the', 'Purpose,', 'Goals', '+', 'Objectives', 'of', 'the', 'Transformation', 'Action', 'Plan', 'to', 'be', 'developed', 'over', 'the', 'next', '9m,', 'with', 'a', 'key', 'goal', 'to', 'identify', 'network', 'management', '&amp;', 'governance', 'reforms!🥳', 'https://t.co/Wrjbd3y90D', '']","['nan', 'dent', 'nag', 'object', 'the']","['nan', 'action', 'as', 'da', 'developed', 'elope', 'for', 'force', 'gem', 'go', 'major', 'manage', 'next', 'objective', 'of', 'on', 'over', 'pro', 'purpose', 'recover', 'recovery', 'reform', 'reforms', 'seamless', 'the', 'transform', 'transformation', 'very', 'wit', 'with', 'work', 'yes', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",0.16666666666666666,13,40,2
562,24,"Everybody is talking about integrated fares 👏👏 

We rolled out our Integrated Fare Vision proposal for the Bay Area just a few weeks ago: https://t.co/P94GGBfgVV

Can't wait for this @SPUR_Urbanist panel on Wednesday! https://t.co/sv0LtKEDd1 ",2020-11-17 01:56:00,942.0,5.0,0.0053078556263269,0.0,[['@SPUR_Urbanist']],2.0,0.0,3.0,"['everybody', 'is', 'talking', 'about', 'integrated', 'fares', 'we', 'rolled', 'out', 'our', 'integrated', 'fare', 'vision', 'proposal', 'for', 'the', 'bay', 'area', 'just', 'a', 'few', 'weeks', 'ago:', 'https://t.co/p94ggbfgvv', ""can't"", 'wait', 'for', 'this', '@spur_urbanist', 'panel', 'on', 'wednesday!', 'https://t.co/sv0ltkedd1']",https://t.co/sv0LtKEDd1,"['Everybody', 'is', 'talking', 'about', 'integrated', 'fares', '👏👏', '\n\nWe', 'rolled', 'out', 'our', 'Integrated', 'Fare', 'Vision', 'proposal', 'for', 'the', 'Bay', 'Area', 'just', 'a', 'few', 'weeks', 'ago:', ""https://t.co/P94GGBfgVV\n\nCan't"", 'wait', 'for', 'this', '@SPUR_Urbanist', 'panel', 'on', 'Wednesday!', 'https://t.co/sv0LtKEDd1', '']","[""can't"", 'grate', 'in', 'pan', 'the']","['can', 'da', 'fare', 'for', 'go', 'in', 'integrate', 'integrated', 'just', 'on', 'pro', 'roll', 'the', 'very', 'vision']",0.04132231404958678,1,56,2
563,25,"This Thursday, 11/19 at 5 p.m., we're co-hosting a conversation with @CaltransHQ Director @ToksOmishakin and @josefow about building a safe, sustainable and multimodal transportation system that serves all Californians.

Join us! https://t.co/cURRyIvmL4 ",2020-11-16 22:19:00,769.0,10.0,0.0130039011703511,0.0,"[['@CaltransHQ'], ['@ToksOmishakin'], ['@josefow']]",4.0,0.0,4.0,"['this', 'thursday,', 'at', 'p.m.,', ""we're"", 'co-hosting', 'a', 'conversation', 'with', '@caltranshq', 'director', '@toksomishakin', 'and', '@josefow', 'about', 'building', 'a', 'safe,', 'sustainable', 'and', 'multimodal', 'transportation', 'system', 'that', 'serves', 'all', 'californians.', 'join', 'us!', 'https://t.co/curryivml4']",https://t.co/cURRyIvmL4,"['This', 'Thursday,', '11/19', 'at', '5', 'p.m.,', ""we're"", 'co-hosting', 'a', 'conversation', 'with', '@CaltransHQ', 'Director', '@ToksOmishakin', 'and', '@josefow', 'about', 'building', 'a', 'safe,', 'sustainable', 'and', 'multimodal', 'transportation', 'system', 'that', 'serves', 'all', 'Californians.\n\nJoin', 'us!', 'https://t.co/cURRyIvmL4', '']","['ding', 'dire', 'in', 'ire', 'stain', 'sting']","['able', 'all', 'build', 'conversation', 'da', 'direct', 'for', 'host', 'in', 'ok', 'on', 'safe', 'serve', 'sport', 'sustain', 'sustainable', 'wit', 'with']",0.047244094488188976,22,19,1
564,26,@npilch Awesome! Thanks Nick! 🎉 ,2020-11-16 18:43:00,31.0,1.0,0.032258064516129,0.0,[['@npilch']],1.0,0.0,0.0,"['@npilch', 'awesome!', 'thanks', 'nick!']",,"['@npilch', 'Awesome!', 'Thanks', 'Nick!', '🎉', '']",[],"['awesome', 'thank', 'thanks']",0.09375,18,43,1
